group_id,dataset_id,selected_edges,match_type,num_refs,num_targets,labeler,labeled_at,session_id,label_semantics,ref_ids,target_ids
16947985,us_boston_streets,"[{""ref_id"": ""bdb507dd-094e-43c9-b542-6d69b74a918c"", ""target_id"": ""us_boston_streets_7263_882a306615""}, {""ref_id"": ""2f3dc626-4751-436f-8f3e-78992a85d0a9"", ""target_id"": ""us_boston_streets_6009_882a306615""}, {""ref_id"": ""2f3dc626-4751-436f-8f3e-78992a85d0a9"", ""target_id"": ""us_boston_streets_7263_882a306615""}]",M:N,2,2,brad,2026-07-03T22:38:46.181566+00:00,b143d202,pair,,
63bf7e48,us_boston_streets,"[{""ref_id"": ""60001ddb-a99c-4833-a6ba-e976fb460066"", ""target_id"": ""us_boston_streets_9654_882a33936d""}, {""ref_id"": ""192618d9-2027-4917-ba7f-05c46ac448f1"", ""target_id"": ""us_boston_streets_9654_882a33936d""}]",N:1,2,1,brad,2026-07-03T22:39:00.750495+00:00,21bb06bd,pair,,
72063362,us_boston_streets,"[{""ref_id"": ""a374826e-6c16-4971-99c7-6655723d85ae"", ""target_id"": ""us_boston_streets_432_882a3066b9""}, {""ref_id"": ""f192a418-962e-4983-8126-151f1f5c9e0e"", ""target_id"": ""us_boston_streets_432_882a3066b9""}]",N:1,2,1,brad,2026-07-03T22:40:23.391486+00:00,a09f7e95,pair,,
9ac35fb7,us_boston_streets,"[{""ref_id"": ""b3c8bbdc-0216-4bc8-8af6-1c8fae2f1b46"", ""target_id"": ""us_boston_streets_5185_882a30644b""}, {""ref_id"": ""b3c8bbdc-0216-4bc8-8af6-1c8fae2f1b46"", ""target_id"": ""us_boston_streets_6050_882a30644b""}, {""ref_id"": ""25eec939-55e6-4fa9-ae76-e24eaa5e22cc"", ""target_id"": ""us_boston_streets_34_882a30644b""}, {""ref_id"": ""25489c34-6536-40fe-ab2f-3f5cb1df8726"", ""target_id"": ""us_boston_streets_6050_882a30644b""}, {""ref_id"": ""b88d0172-46dc-4fe1-85b5-f29286a21b77"", ""target_id"": ""us_boston_streets_34_882a30644b""}, {""ref_id"": ""b88d0172-46dc-4fe1-85b5-f29286a21b77"", ""target_id"": ""us_boston_streets_305_882a306637""}, {""ref_id"": ""1b670d46-c6e3-49ad-a08a-61ea60aa0c0e"", ""target_id"": ""us_boston_streets_34_882a30644b""}, {""ref_id"": ""1b670d46-c6e3-49ad-a08a-61ea60aa0c0e"", ""target_id"": ""us_boston_streets_5185_882a30644b""}]",M:N,5,4,brad,2026-07-03T22:41:12.141743+00:00,62ef584d,pair,,
b2876328,us_boston_streets,"[{""ref_id"": ""2b5f9868-aef2-4ff8-9891-ec0fe8a9b1d8"", ""target_id"": ""us_boston_streets_1806_882a3074b7""}, {""ref_id"": ""a84ee23d-b594-4f48-96f0-78f6b1aaee94"", ""target_id"": ""us_boston_streets_1806_882a3074b7""}]",N:1,2,1,brad,2026-07-03T22:41:32.411410+00:00,f5193941,pair,,
f69a827e,us_boston_streets,"[{""ref_id"": ""6fc832cc-1413-4c64-a1e0-12ef04935739"", ""target_id"": ""us_boston_streets_4483_882a3066b5""}, {""ref_id"": ""f94a0f4c-999f-49c9-9044-cd311611978c"", ""target_id"": ""us_boston_streets_4483_882a3066b5""}]",N:1,2,1,brad,2026-07-03T22:43:12.638448+00:00,8b6a4d24,pair,,
04fc93e5,us_boston_streets,"[{""ref_id"": ""1fd2f686-eb4d-4361-aea4-cc08e1c714a7"", ""target_id"": ""us_boston_streets_6790_882a306633""}, {""ref_id"": ""68161cd5-ce1c-4c95-aa9f-424c140541bc"", ""target_id"": ""us_boston_streets_9082_882a306633""}, {""ref_id"": ""b68b5ac8-90ad-433d-a8c6-67d412ae47ff"", ""target_id"": ""us_boston_streets_6790_882a306633""}, {""ref_id"": ""92569b8b-75a3-4890-8081-ba8912f6e829"", ""target_id"": ""us_boston_streets_6790_882a306633""}, {""ref_id"": ""54d91547-bbbb-43fe-a484-15621167a6fa"", ""target_id"": ""us_boston_streets_6790_882a306633""}, {""ref_id"": ""54d91547-bbbb-43fe-a484-15621167a6fa"", ""target_id"": ""us_boston_streets_9082_882a306633""}, {""ref_id"": ""8cf1ac96-aa94-42eb-bbe2-64ce5ebbca8b"", ""target_id"": ""us_boston_streets_6790_882a306633""}, {""ref_id"": ""8cf1ac96-aa94-42eb-bbe2-64ce5ebbca8b"", ""target_id"": ""us_boston_streets_2068_882a306633""}]",M:N,6,3,brad,2026-07-03T23:39:38.903910+00:00,766e3640,pair,,
79711407,us_boston_streets,"[{""ref_id"": ""362e5532-e73e-4637-87a0-f45ecb021d65"", ""target_id"": ""us_boston_streets_4653_882a3064cb""}, {""ref_id"": ""362e5532-e73e-4637-87a0-f45ecb021d65"", ""target_id"": ""us_boston_streets_3658_882a3064cb""}, {""ref_id"": ""695c4324-58c7-4c97-ae03-48fc189144c7"", ""target_id"": ""us_boston_streets_4653_882a3064cb""}, {""ref_id"": ""f99d5678-fb7d-4a70-9f5f-c84f2d83b560"", ""target_id"": ""us_boston_streets_2150_882a3064cb""}, {""ref_id"": ""bc40b316-3526-4c1f-a2f1-f830adc7f9ac"", ""target_id"": ""us_boston_streets_3658_882a3064cb""}, {""ref_id"": ""bc40b316-3526-4c1f-a2f1-f830adc7f9ac"", ""target_id"": ""us_boston_streets_164_882a3064cb""}, {""ref_id"": ""bc40b316-3526-4c1f-a2f1-f830adc7f9ac"", ""target_id"": ""us_boston_streets_2150_882a3064cb""}]",M:N,4,4,brad,2026-07-03T23:40:09.431626+00:00,7754029f,pair,,
f170979a,us_boston_streets,"[{""ref_id"": ""cd06bc62-c453-436a-ba1e-1a8d737d65b6"", ""target_id"": ""us_boston_streets_1373_882a306419""}, {""ref_id"": ""cd06bc62-c453-436a-ba1e-1a8d737d65b6"", ""target_id"": ""us_boston_streets_6839_882a306419""}, {""ref_id"": ""0528cc12-412a-4bd1-b37d-0593a4f76370"", ""target_id"": ""us_boston_streets_1373_882a306419""}, {""ref_id"": ""0528cc12-412a-4bd1-b37d-0593a4f76370"", ""target_id"": ""us_boston_streets_828_882a306419""}, {""ref_id"": ""991484dd-a337-4a9b-a458-53104d3c1342"", ""target_id"": ""us_boston_streets_828_882a306419""}, {""ref_id"": ""dec3bb15-7831-4436-bcb7-7f80bd8be4c6"", ""target_id"": ""us_boston_streets_6839_882a306419""}, {""ref_id"": ""f69479c7-2c81-4c0b-94ed-627e88001fc4"", ""target_id"": ""us_boston_streets_6839_882a306419""}, {""ref_id"": ""27300bc3-b00c-430a-b33c-c92912cbadbe"", ""target_id"": ""us_boston_streets_6839_882a306419""}]",M:N,6,3,brad,2026-07-03T23:41:19.516767+00:00,ef525f02,pair,,
701d491e,us_boston_streets,"[{""ref_id"": ""726ce920-9b48-4349-87e5-f824013e807a"", ""target_id"": ""us_boston_streets_6653_882a3064c7""}, {""ref_id"": ""726ce920-9b48-4349-87e5-f824013e807a"", ""target_id"": ""us_boston_streets_3833_882a3064c7""}, {""ref_id"": ""01fa8038-4ffb-47ce-8cdd-9bc5bca9e20f"", ""target_id"": ""us_boston_streets_7852_882a3064c7""}, {""ref_id"": ""0b9be5a8-07d0-4dd1-b477-cba3dbf7423e"", ""target_id"": ""us_boston_streets_5888_882a3064c7""}, {""ref_id"": ""0b9be5a8-07d0-4dd1-b477-cba3dbf7423e"", ""target_id"": ""us_boston_streets_1971_882a3064c7""}, {""ref_id"": ""9203993e-d562-431e-8d11-8276c0698c96"", ""target_id"": ""us_boston_streets_7722_882a3064c7""}, {""ref_id"": ""9203993e-d562-431e-8d11-8276c0698c96"", ""target_id"": ""us_boston_streets_5888_882a3064c7""}, {""ref_id"": ""9203993e-d562-431e-8d11-8276c0698c96"", ""target_id"": ""us_boston_streets_727_882a3064c7""}, {""ref_id"": ""59b73d04-a69d-4a7b-80fa-b76409a163c8"", ""target_id"": ""us_boston_streets_5888_882a3064c7""}, {""ref_id"": ""59b73d04-a69d-4a7b-80fa-b76409a163c8"", ""target_id"": ""us_boston_streets_7852_882a3064c7""}, {""ref_id"": ""8ec35d3b-e4f8-4e60-9727-04fafcf450e9"", ""target_id"": ""us_boston_streets_727_882a3064c7""}, {""ref_id"": ""b6b8a25b-fb82-4d12-88fd-53e0f5c4890a"", ""target_id"": ""us_boston_streets_6653_882a3064c7""}]",M:N,7,7,brad,2026-07-03T23:42:43.973203+00:00,3a4ff006,pair,,
0d8c40ca,us_boston_streets,"[{""ref_id"": ""11583192-ad6b-41a7-b4a4-6c9783f134d0"", ""target_id"": ""us_boston_streets_3874_882a3064a7""}, {""ref_id"": ""4213fcb9-8389-4baf-9c4d-a319b850a534"", ""target_id"": ""us_boston_streets_5445_882a3064a7""}, {""ref_id"": ""4eeef8c7-4aa1-4b7b-a359-1c31d9c0b3a5"", ""target_id"": ""us_boston_streets_3874_882a3064a7""}, {""ref_id"": ""6548e9e3-2aea-40f5-b436-54a030488c92"", ""target_id"": ""us_boston_streets_7494_882a3064a7""}, {""ref_id"": ""7f6f3f2a-dd09-419d-9b53-57d39bb5dd4b"", ""target_id"": ""us_boston_streets_9584_882a3064a7""}, {""ref_id"": ""8f763fda-6b07-402c-ad41-0cace192d418"", ""target_id"": ""us_boston_streets_4252_882a3064a7""}, {""ref_id"": ""b57d3493-a11e-4ce5-9a4d-bfe71b6c6a62"", ""target_id"": ""us_boston_streets_8866_882a3064a7""}, {""ref_id"": ""e0501b52-83f3-4587-9b0f-5c832be1c032"", ""target_id"": ""us_boston_streets_5854_882a3064a1""}, {""ref_id"": ""e8074195-3ee9-4390-b8b4-9139e36482a4"", ""target_id"": ""us_boston_streets_5336_882a3064a7""}, {""ref_id"": ""f9e0fd11-15b3-49eb-a623-feb5b3176c9a"", ""target_id"": ""us_boston_streets_3874_882a3064a7""}]",M:N,10,8,panel_unanimous_v1,2026-07-04T05:01:48.753237+00:00,us_boston_streets_phase3,pair,,
15e0453c,us_boston_streets,"[{""ref_id"": ""0b722d48-b8ec-4699-91b6-df41416d3626"", ""target_id"": ""us_boston_streets_7058_882a3064a9""}, {""ref_id"": ""0c72ebf2-3914-404f-8470-c6cdd1c1ef28"", ""target_id"": ""us_boston_streets_9733_882a3064a9""}, {""ref_id"": ""1af4b5ed-7c91-4316-9c23-2c969176c429"", ""target_id"": ""us_boston_streets_8169_882a3064a9""}, {""ref_id"": ""55eb2fb9-0e49-4e3d-a307-f98df0cdcce9"", ""target_id"": ""us_boston_streets_3766_882a3064a9""}, {""ref_id"": ""63b7e408-4c21-4aa5-a678-084391813460"", ""target_id"": ""us_boston_streets_2419_882a3064a9""}, {""ref_id"": ""6b6b1604-f429-4b50-92c9-eeefc6067b2d"", ""target_id"": ""us_boston_streets_9252_882a3064a9""}, {""ref_id"": ""6cf9082d-3bdd-43ac-96f2-d9ff887f088b"", ""target_id"": ""us_boston_streets_9140_882a3064a9""}, {""ref_id"": ""77cb919b-9bd4-4e87-a71d-4a5669438596"", ""target_id"": ""us_boston_streets_5964_882a3064a9""}, {""ref_id"": ""823e93c0-e3cc-4d8d-8e64-906e6ac455fc"", ""target_id"": ""us_boston_streets_9165_882a3064a9""}, {""ref_id"": ""a9e37193-1666-434b-b02f-88d9a65d3db3"", ""target_id"": ""us_boston_streets_9714_882a3064a9""}, {""ref_id"": ""b0ec99e8-25d7-40a0-8199-c30d40b2553c"", ""target_id"": ""us_boston_streets_1211_882a3064a9""}, {""ref_id"": ""b3ca7d68-54f8-4634-8ebf-ba11fe95210b"", ""target_id"": ""us_boston_streets_10684_882a3064ad""}, {""ref_id"": ""c418e91b-4403-40ba-808d-9b8000d193c8"", ""target_id"": ""us_boston_streets_5980_882a3064a9""}, {""ref_id"": ""cc582ba2-bb97-4e5d-a941-01f04c5167d9"", ""target_id"": ""us_boston_streets_3274_882a3064a9""}, {""ref_id"": ""d9e8bfc2-4488-4270-8d60-20df239a4445"", ""target_id"": ""us_boston_streets_8321_882a3064a9""}, {""ref_id"": ""eace6a5e-ae8a-4e6e-a444-f9377ab0194e"", ""target_id"": ""us_boston_streets_1272_882a3064a9""}, {""ref_id"": ""ead94191-2a70-449b-9c8a-ad0ce5e8a53a"", ""target_id"": ""us_boston_streets_4336_882a3064a9""}, {""ref_id"": ""f3ffe04b-5fa5-4689-8852-db32d99f0851"", ""target_id"": ""us_boston_streets_4808_882a3064a9""}, {""ref_id"": ""fdd6d8fe-69e7-412c-a859-2b4b55e8f9a8"", ""target_id"": ""us_boston_streets_7574_882a3064a9""}]",M:N,19,19,panel_unanimous_v1,2026-07-04T05:01:48.756770+00:00,us_boston_streets_phase3,pair,,
166ce59a,us_boston_streets,"[{""ref_id"": ""08538ac7-6af4-465b-bdc4-15793af199ac"", ""target_id"": ""us_boston_streets_2460_882a306685""}, {""ref_id"": ""23eaa6bc-1826-4a35-8bad-a3fb6f49f631"", ""target_id"": ""us_boston_streets_2460_882a306685""}]",N:1,2,1,panel_unanimous_v1,2026-07-04T05:01:48.757678+00:00,us_boston_streets_phase2,pair,,
172050db,us_boston_streets,"[{""ref_id"": ""93f2f675-e472-4226-92af-d3914f55e465"", ""target_id"": ""us_boston_streets_9644_882a306643""}, {""ref_id"": ""e0e02100-4100-46fb-8dec-d2ea5a132938"", ""target_id"": ""us_boston_streets_9644_882a306643""}]",N:1,2,1,panel_unanimous_v1,2026-07-04T05:01:48.758350+00:00,us_boston_streets_phase2,pair,,
2564457d,us_boston_streets,"[{""ref_id"": ""1a00e467-98d2-4f21-8022-92804899df84"", ""target_id"": ""us_boston_streets_10299_882a306441""}]",M:N,1,1,panel_unanimous_v1,2026-07-04T05:01:48.759037+00:00,us_boston_streets_phase3,pair,,
2802e4db,us_boston_streets,"[{""ref_id"": ""187bbff8-f886-41a9-8bf7-4bf25b7aec79"", ""target_id"": ""us_boston_streets_3706_882a30663b""}, {""ref_id"": ""6200c562-875c-4054-b8b4-ce66dace75c5"", ""target_id"": ""us_boston_streets_3706_882a30663b""}, {""ref_id"": ""69d822c1-2b6e-46b1-90c6-e1326e0e465f"", ""target_id"": ""us_boston_streets_3706_882a30663b""}, {""ref_id"": ""81a1e69c-5168-4e44-9644-6428d1f13a32"", ""target_id"": ""us_boston_streets_862_882a30663b""}]",M:N,4,2,panel_unanimous_v1,2026-07-04T05:01:48.759721+00:00,us_boston_streets_phase2,pair,,
461ebf00,us_boston_streets,"[{""ref_id"": ""8ef981cb-fc24-4506-ad9b-f5d5d4196d79"", ""target_id"": ""us_boston_streets_1936_882a30660d""}, {""ref_id"": ""8ef981cb-fc24-4506-ad9b-f5d5d4196d79"", ""target_id"": ""us_boston_streets_7735_882a30660d""}]",1:N,1,2,panel_unanimous_v1,2026-07-04T05:01:48.761013+00:00,us_boston_streets_phase2,pair,,
