gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,start_endpoint_proximity_m,end_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_consistency,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance_m,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match
ba851d4b-22fc-4a9b-8806-6dd0e9f7a742,frisco_trail_542,no_match,brad,2026-01-19T02:21:09.217559+00:00,1e4f9d59,review,0.4934359025,0.0,1.0,0,1,False,1.0,1.0,1.0,0.2,0.0,0.0,2,33.58139156,26.24321862,0.782265954,0.3280704959,0.3280704959,0.4193848578,8.93985372,8.342373647999999,0.9996037536,1,0.9648939922,0.9905730018,8.342373647999999,8.250466538,1,2,3,2,2,0.8888888889,0.3333333333,0,0,1,1,0,0
23d354be-2d21-4736-a25c-8e0c7a1d5952,frisco_trail_271,no_match,brad,2026-01-19T02:21:10.580002+00:00,1e4f9d59,review,0.4926636661,0.0,1.0,0,1,False,1.0,1.0,1.0,0.0,0.0,0.0,2,14.81769875,9.137809983,1.0,0.3105367252,0.3105367252,0.3105367252,13.305104980000001,7.964275552,0.9995002982,1,62.53546841,0.8767095715,7.964275552,8.802676971,1,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0
94e23d04-8d9c-4705-b4fe-f67160571544,frisco_trail_718,no_match,brad,2026-01-19T02:21:24.625988+00:00,1e4f9d59,review,0.490781489,0.0,1.0,0,1,False,0.5,0.5,0.5,0.4,0.0,0.0,2,2.387942191,1.895613154,0.1357839613,0.5603647241,0.1357839613,0.2423135424,0.9471495538,0.9442082202000001,0.9999580116,1,0.04939332587,0.9999920649,0.9442082202000001,0.9442298354,1,1,1,2,2,0.6666666667,0.0,1,0,0,0,0,1
205a4350-70a1-4c5a-b52e-57c84ca88f2b,frisco_trail_503,no_match,brad,2026-01-19T02:21:26.550253+00:00,1e4f9d59,review,0.4905410914,0.0,1.0,0,1,False,1.0,1.0,1.0,0.0,0.0,1.606303748,3,42.35027414,34.40846034,1.0,0.3012552839,0.3012552839,0.3012552839,8.005589259999999,6.757575785,0.9992691751,1,0.2699055881,0.9806918235,6.757575785,7.1750056529999995,1,4,3,2,3,0.8333333333,0.3333333333,0,0,1,1,1,1
e937177e-dfa4-4d06-abd4-08d2753aeb18,frisco_trail_442,no_match,brad,2026-01-19T02:21:29.346795+00:00,1e4f9d59,review,0.4895221743,0.0,1.0,0,1,False,1.0,1.0,1.0,0.0,0.0,0.0,2,24.054062,0.4600876442,0.8781712551,1.0,0.8781712551,0.8781712551,26.955974729999998,25.65207234,0.9991528,1,0.4318288197,0.9996458634,25.65207234,25.945916639999997,1,3,3,2,2,0.8,0.0,0,0,1,1,0,0
818cb349-8cc1-42b2-9889-a0d84e498055,frisco_trail_119,match,brad,2026-01-19T02:21:36.995769+00:00,1e4f9d59,review,0.4879271299,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,272.7226511,338.1813828,0.9990331488,0.5077780059,0.5077780059,0.5082694268,29.51939251,1.289964134,0.9997026822,1,0.2796623739,0.9811204386,1.289964134,13.396052870000002,1,2,1,1,1,0.8,0.3333333333,1,1,1,0,0,1
68cd7ae4-3969-483b-b80b-e0f7a4e2e083,frisco_trail_5,match,brad,2026-01-19T02:21:42.845445+00:00,1e4f9d59,review,0.487532397,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,38.99731034,42.21093453,0.4437585256,0.2088362271,0.2088362271,0.4706078083,6.491285921,0.636669216,0.9993998343,1,1.368965461,0.9801689395,0.636669216,4.753397829,1,4,1,1,1,0.5714285714,0.3333333333,1,1,1,1,0,0
920ac8f2-ac7d-41b3-aba6-2bd836ae0209,frisco_trail_523,match,brad,2026-01-19T02:23:01.437576+00:00,1e4f9d59,review,0.4869308618,0.06,0.3,0,1,True,0.5,0.5,0.5,1.0,0.0,0.0,2,0.4580163754,0.1492471163,0.2311871105,1.0,0.2311871105,0.2311871105,0.5909732606,0.4608441109,0.9991640288,1,0.3756642049,0.9860252136,0.4608441109,0.45244539629999997,1,1,1,2,2,0.6666666667,0.0,1,0,0,0,0,1
ebc644fa-65bd-415e-bcc2-c4149d17b238,frisco_trail_119,match,brad,2026-01-19T02:23:17.318502+00:00,1e4f9d59,review,0.4855810117,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,346.6479666,432.622665,1.0,0.4925237999,0.4925237999,0.4925237999,31.64933111,0.5066031364,0.9992541633,1,0.6744933218,0.9800077037,0.5066031364,11.461323440000001,1,1,2,1,1,0.8,0.3333333333,1,1,1,0,0,1
81c7745c-4d88-4e65-8f09-d8d08895bb5d,frisco_trail_395,no_match,brad,2026-01-19T02:23:20.732711+00:00,1e4f9d59,review,0.484929181,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,13.78479721,8.452357034,0.03113351302,0.05438224598,0.03113351302,0.5724940642,3.347844358,2.763477654,0.9993280372,1,38.20821926,0.9935656989,2.763477654,2.973057466,1,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0
54bad264-ee2a-4849-9a9d-d6f097ae3cba,frisco_trail_336,match,brad,2026-01-19T02:23:23.700051+00:00,1e4f9d59,review,0.4844215284,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,0.0,1,0.5987746882,0.593979691,0.3039034553,0.9708096424,0.3039034553,0.3130412411,1.494350746,0.7338356655,0.9990581962,1,1.916960445,0.9976290571,0.7338356655,0.3159989022,1,1,2,1,2,1.0,1.0,1,1,1,0,0,1
6667221b-154e-460e-a1f7-4abff8ea5009,frisco_trail_227,no_match,brad,2026-01-19T02:23:26.728671+00:00,1e4f9d59,review,0.4836023289,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,inf,1,6.404244022,4.422203471,0.0256084696,0.0872714392,0.0256084696,0.2934347117,1.899167785,1.427382284,0.9989063022,1,3.666076644,0.9824473073,1.427382284,1.8910214810000001,0,1,3,2,1,0.8571428571,0.3333333333,1,1,1,1,0,0
f60e79b8-67cc-422e-9ee8-4789c99328b9,frisco_trail_248,match,brad,2026-01-19T02:23:33.365422+00:00,1e4f9d59,review,0.4831412762,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,0.4226753287,0.2424616226,0.1295974849,1.0,0.1295974849,0.1295974849,0.6330508197,0.3391832057,0.9989626126,1,3.266700999,0.9987113635,0.3391832057,0.4174297061,1,1,2,2,1,1.0,1.0,1,1,1,0,0,1
6fbca6a0-21fe-4016-ba04-9ebbcd8b00f9,frisco_trail_514,no_match,brad,2026-01-19T02:23:35.416738+00:00,1e4f9d59,review,0.4831241093,0.0,1.0,0,1,False,0.5,0.5,0.5,0.4,0.0,0.0,2,4.488157391,3.141880311,0.3906138644,1.0,0.3906138644,0.3906138644,12.67491428,5.420381985,0.9989729573,1,80.47624903,0.9686523314,5.420381985,6.324425285,1,1,3,2,2,0.75,0.0,1,0,0,1,0,0
7161a5d4-57ce-4964-a39e-bc8b493c5d5a,frisco_trail_252,no_match,brad,2026-01-19T02:23:37.915903+00:00,1e4f9d59,review,0.4808512183,0.0,1.0,0,1,False,0.5,0.5,0.5,0.4,0.0,0.0,2,2.628493305,1.655853078,0.2147037039,1.0,0.2147037039,0.2147037039,4.936587782,3.072877949,0.9991257689,1,84.79521469,0.8511490797,3.072877949,0.9293559466000001,1,3,3,2,2,0.8,0.0,0,0,1,1,0,0
4bb4ecd2-57b5-4235-96bb-5cec69c28f27,frisco_trail_504,no_match,brad,2026-01-19T02:23:39.983128+00:00,1e4f9d59,review,0.480452318,0.0,1.0,0,1,False,0.25,0.4222222222,0.375,0.2,0.0,0.0,2,15.15213728,5.64672376,0.9035243551,0.5779866376,0.5779866376,0.6397023326,18.52766286,13.205861500000001,0.9992758738,1,9.572595827,0.9646436733,13.205861500000001,13.844863409999999,1,4,3,2,2,0.7272727273,0.0,0,0,1,1,0,0
524574ef-0274-4bc9-9339-333928aca66b,frisco_trail_519,no_match,brad,2026-01-19T02:23:45.212384+00:00,1e4f9d59,review,0.4803255287,0.0,1.0,0,1,False,1.0,1.0,1.0,0.0,0.0,3.197730618,3,48.94745529,51.00444124,0.9189589042,0.4477022981,0.4477022981,0.487184243,6.94645614,6.550757674000001,0.9995334692,1,0.4323631661,0.9981070349,6.550757674000001,6.689174741,1,4,3,2,3,0.8333333333,0.3333333333,0,0,1,1,1,1
a0d8cbb6-6155-4184-834b-d84b26e2d7e0,frisco_trail_523,no_match,brad,2026-01-19T02:23:47.214040+00:00,1e4f9d59,review,0.4794484554,0.0,1.0,0,1,False,1.0,1.0,1.0,0.2,0.0,0.0,2,16.95034989,2.643323714,0.03433609803,0.04676346603,0.03433609803,0.7342504938,13.125811340000002,12.995407640000002,0.9988139157,1,14.41151986,0.9581434424,12.995407640000002,13.06026151,0,5,3,2,2,0.6666666667,0.0,0,0,1,1,0,0
61b9f538-90fd-48a5-9fae-4ba05767ced9,frisco_trail_83,match,brad,2026-01-19T02:23:54.582345+00:00,1e4f9d59,review,0.4792769292,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,3,61.45496911,71.67967313,0.9963302492,0.4462646108,0.4462646108,0.4479083227,1.6088170940000002,0.6695831296,0.9991319184,1,0.2211824816,0.9949517802,0.6695831296,0.1321912933,1,1,2,3,2,0.75,0.3333333333,1,0,0,0,1,0
db824239-fe2f-403d-a6ad-0f442baacb02,frisco_trail_761,match,brad,2026-01-19T02:24:00.482032+00:00,1e4f9d59,review,0.47917164,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,10.16717416,18.34266613,0.4994365029,0.7125601233,0.4994365029,0.7009043681,8.225302575999999,0.6286288032,0.9994430049,1,3.741882074,0.9536268059,0.6286288032,3.4868197629999997,1,1,2,2,2,0.8571428571,0.3333333333,1,0,0,0,0,1
a42ffeca-1fd6-4b85-81fa-175eab024213,frisco_trail_157,match,brad,2026-01-19T02:24:04.766587+00:00,1e4f9d59,review,0.4787275679,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,inf,1,108.8432462,158.971421,1.0,0.5463866129,0.5463866129,0.5463866129,28.69546611,1.388189014,0.9989797769,1,1.826704886,0.9971295977,1.388189014,6.751477208,1,1,1,2,1,0.8,0.3333333333,1,1,1,0,0,1
d1c674d6-3aa9-43dc-96fb-a957693dcfa8,frisco_trail_328,no_match,brad,2026-01-19T02:24:09.681853+00:00,1e4f9d59,review,0.4770911338,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,inf,1,20.81287483,20.86289034,1.0,0.8408918181,0.8408918181,0.8408918181,34.41706421,10.61150145,0.9988761615,1,5.399830778,0.9714950898,10.61150145,13.398683960000001,1,1,4,2,1,0.75,0.3333333333,1,1,1,1,0,0
343468ea-b317-42e0-8aeb-f9e20a520ee8,frisco_trail_527,match,brad,2026-01-19T02:24:15.577769+00:00,1e4f9d59,review,0.4770785509,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,0.3913814407,0.0324491097,0.1736840042,1.0,0.1736840042,0.1736840042,2.561867545,1.019018655,0.9994815796,1,1.966505494,0.9650718048,1.019018655,2.140878165,1,1,1,2,2,0.6666666667,0.0,1,0,0,0,0,1
a7cf12ce-24ec-437b-a123-81a59d82a1e4,frisco_trail_414,no_match,brad,2026-01-19T02:24:17.463867+00:00,1e4f9d59,review,0.4770530192,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,inf,1,15.66011994,10.59788544,0.03633593466,0.04350262658,0.03633593466,0.8352584088,2.058383502,1.356832734,0.9992287952,1,18.00002998,0.9473080089,1.356832734,2.015180497,1,1,1,2,1,0.8,0.3333333333,1,1,1,0,0,1
7a18264a-f18a-44a2-bc10-6b5cc8e90cbe,frisco_trail_130,no_match,brad,2026-01-19T02:24:19.788465+00:00,1e4f9d59,review,0.4763613651,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,3,13.40033682,9.187516396,0.0371323008,0.04241358356,0.0371323008,0.8754813358,1.816120612,1.148409408,0.9991274548,1,57.58540588,0.9916821245,1.148409408,1.41601874,1,1,2,2,3,0.75,0.3333333333,1,0,0,0,1,0
2b389d16-5b3a-4f1b-a532-555dcb42e46d,frisco_trail_446,no_match,brad,2026-01-19T02:24:21.383935+00:00,1e4f9d59,review,0.4760724077,0.0,1.0,0,1,False,1.0,1.0,1.0,0.0,0.0,0.0,2,26.8779078,0.0382804313,0.7729760396,0.8755274771,0.7729760396,0.8828689673,28.28143587,28.16927959,0.9998048696,1,0.2350155261,0.9995328791,28.16927959,28.260129069999998,1,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0
28620855-3c49-4861-a489-b199d2ca2dd4,frisco_trail_402,match,brad,2026-01-19T02:24:27.064506+00:00,1e4f9d59,review,0.4757490132,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,3,57.34666184,78.08786128,0.8668145259,0.5439516909,0.5439516909,0.6275295057,8.670780390000001,0.9636645039999999,0.9992004162,1,1.836776779,0.9780161026,0.9636645039999999,3.743388441,1,2,2,3,2,0.8888888889,0.3333333333,0,0,1,0,1,0
ee20ac82-c135-436b-96da-fe7bd81ce548,frisco_trail_593,match,brad,2026-01-19T02:24:28.950255+00:00,1e4f9d59,review,0.4754949657,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,4,0.3440056906,0.1805448463,0.5156297519,1.0,0.5156297519,0.5156297519,3.119792603,0.4435547257,0.9989352376,1,0.4080808393,0.9916119095,0.4435547257,1.710480846,1,1,1,3,3,0.5,0.0,1,0,0,0,1,0
46f39f1a-c491-439e-a97e-3b42a4ccd84f,frisco_trail_614,no_match,brad,2026-01-19T02:24:32.101088+00:00,1e4f9d59,review,0.4746622322,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,4,17.50453428,9.936015083,0.7848237694,0.9988031632,0.7848237694,0.7857642009,36.277657149999996,18.049912420000002,0.9988856235,1,3.850140561,0.9955373528,18.049912420000002,18.14433963,1,1,1,3,3,0.5,0.0,1,0,0,0,1,0
85728442-7d74-435b-b130-3286ef5e5dc1,frisco_trail_492,no_match,brad,2026-01-19T02:24:34.231907+00:00,1e4f9d59,review,0.4744739557,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,25.2142936,16.66607327,0.4379247088,0.2708174252,0.2708174252,0.6184109271,10.80973895,6.535501641,0.9990122206,1,46.18461516,0.8964289021,6.535501641,8.776289515,1,1,1,1,1,1.0,1.0,1,1,1,0,0,1
920ac8f2-ac7d-41b3-aba6-2bd836ae0209,frisco_trail_524,match,brad,2026-01-19T02:24:39.832141+00:00,1e4f9d59,review,0.474247511,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,27.50446053,23.32231495,0.7121553023,0.4218178808,0.4218178808,0.5923116481,18.08458532,3.7992019440000004,0.9994667009,1,40.45364636,0.9930437174,3.7992019440000004,5.440935926,1,1,1,2,2,0.6666666667,0.0,1,0,0,0,0,1
8d27d068-ade5-47a5-bd15-3fd14e6b25e8,frisco_trail_11,match,brad,2026-01-19T02:24:43.401803+00:00,1e4f9d59,review,0.4733386924,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,53.92977559,55.59842288,0.9953241304,0.3612790918,0.3612790918,0.3629763217,5.385970116,0.3195306479,0.999160341,1,1.483668007,0.9786761013,0.3195306479,2.306595242,1,1,1,1,1,1.0,1.0,1,1,1,0,0,1
6d88dc0a-14d8-4441-84ae-05ae125be742,frisco_trail_458,match,brad,2026-01-19T02:24:48.197795+00:00,1e4f9d59,review,0.4721121325,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,0.0,1,5.455994582,11.37750596,0.4434085201,0.7826012302,0.4434085201,0.5665829582,3.826878118,0.3971405256,0.9990821375,1,1.164554033,0.9814061579,0.3971405256,1.365536212,1,1,1,1,2,0.8,0.3333333333,1,1,1,0,0,1
d8ff3787-53b3-4260-9a16-61e6d2e3d47d,frisco_trail_271,no_match,brad,2026-01-19T02:24:50.079821+00:00,1e4f9d59,review,0.4712219163,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,18.46822012,11.95188368,0.8901789233,0.60651753,0.60651753,0.6813433953,24.01252877,12.383322300000001,0.9990862305,1,64.68107392,0.8770241791,12.383322300000001,13.45873679,1,3,3,2,2,0.8,0.0,0,0,1,1,0,0
a2e330af-349d-4c2a-bde3-64947ef9f997,frisco_trail_198,match,brad,2026-01-19T02:24:53.470778+00:00,1e4f9d59,review,0.4710907792,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,123.0713077,161.0610718,1.0,0.5162807472,0.5162807472,0.5162807472,49.68761687,4.147023335,0.9989625686,1,6.007206303,0.9814446605,4.147023335,4.752830359,1,1,1,1,1,1.0,1.0,1,1,1,0,0,1
9404d83c-ea25-45a9-8259-17af59eeccf8,frisco_trail_38,no_match,brad,2026-01-19T02:25:02.146615+00:00,1e4f9d59,review,0.4696438069,0.0,1.0,0,1,False,0.5,0.5,0.5,0.4,0.0,0.0,3,14.00322389,9.230185082,0.8379367936,0.9830188462,0.8379367936,0.8524117283,49.655018940000005,15.58583301,0.9991733965,1,0.7029144666,0.9864292,15.58583301,13.98693366,1,1,1,3,2,0.5714285714,0.0,1,0,0,0,1,0
476066a9-afb5-4e4c-9d90-fbaf9434d864,frisco_trail_572,no_match,brad,2026-01-19T02:25:04.432262+00:00,1e4f9d59,review,0.4680279121,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,inf,1,16.36547412,10.87282202,1.0,0.9199755892,0.9199755892,0.9199755892,31.50168235,14.763802160000001,0.9988476643,1,87.786234,0.8681896684,14.763802160000001,21.66171275,1,2,3,2,1,0.75,0.3333333333,0,1,0,1,0,0
a9b6c6f8-5956-475f-8984-b2cf843f175d,frisco_trail_125,match,brad,2026-01-19T02:25:10.485980+00:00,1e4f9d59,review,0.4677579237,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,0.0,1,86.5536539,121.4265943,0.9866079024,0.5743299419,0.5743299419,0.5821258278,16.95443426,0.8726338552,0.9988905461,1,1.250715593,0.9821978779,0.8726338552,8.151251467,1,5,1,1,2,0.6666666667,0.3333333333,1,1,1,1,0,0
72c12e60-d23a-49f5-bf77-3c70e8e2e010,frisco_trail_475,match,brad,2026-01-19T02:25:13.179670+00:00,1e4f9d59,review,0.4677055962,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,17.11756658,28.29660435,0.509101709,0.6541192147,0.509101709,0.7783011071,3.960570637,0.3256368445,0.9994479688,1,1.27655403,0.9889549391,0.3256368445,1.340346298,1,2,2,2,2,1.0,1.0,0,0,1,0,0,1
f60e79b8-67cc-422e-9ee8-4789c99328b9,frisco_trail_246,match,brad,2026-01-19T02:25:20.546997+00:00,1e4f9d59,review,0.4673977161,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,inf,inf,0,0.9188823074,0.0386534686,0.1178535772,1.0,0.1178535772,0.1178535772,0.8714627111000001,0.8277188436999999,0.9995463077,1,0.5927445417,0.9980621225,0.8277188436999999,0.8285794752000001,1,1,2,1,1,0.8,0.3333333333,1,1,1,0,0,1
f4422cfb-ac4f-40b2-874d-8f2b5f76f599,frisco_trail_392,no_match,brad,2026-01-19T02:25:22.465703+00:00,1e4f9d59,review,0.4670101641,0.0,1.0,0,1,False,0.5,0.5,0.5,0.4,0.0,0.0,2,10.31546261,3.436741663,0.2032928282,1.0,0.2032928282,0.2032928282,18.84368404,17.081564,0.999466553,1,0.783922359,0.9210318175,17.081564,17.141113909999998,1,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0
1849e07c-48d2-4c89-ae08-500ea7d79af5,frisco_trail_99,no_match,brad,2026-01-19T02:25:24.999734+00:00,1e4f9d59,review,0.466852267,0.0,1.0,0,1,False,0.3636363636,0.5195352215,0.3636363636,0.0,0.0,0.0,2,26.16581975,21.94789677,0.5551917526,0.4076964995,0.4076964995,0.7343345747,7.431917072999999,6.921449477,0.9990987169,1,0.787834902,0.9963606078,6.921449477,6.817423958000001,1,3,3,2,2,0.8,0.0,0,0,1,1,0,0
9566fec0-04b2-4f9c-af1b-852687766462,frisco_trail_487,no_match,brad,2026-01-19T02:25:26.114699+00:00,1e4f9d59,review,0.4666225425,0.0,1.0,0,1,False,0.5,0.5,0.5,1.0,0.0,0.0,2,7.138997528,4.135503315,0.02843433735,0.06519186704,0.02843433735,0.4361638751,2.4652501360000003,2.1233711470000003,0.9998796812,1,61.73100109,0.8781033368,2.1233711470000003,2.355583764,1,1,3,2,2,0.75,0.0,1,0,0,1,0,0
7e4c037d-33a9-419f-8d11-1d0196c0357d,frisco_trail_523,no_match,brad,2026-01-19T02:25:29.500647+00:00,1e4f9d59,review,0.4657478396,0.0,1.0,0,1,False,1.0,1.0,1.0,0.2,0.0,0.0,2,17.8282417,3.012567138,0.0346266087,0.0462351664,0.0346266087,0.7489236309,15.00505796,14.753264869999999,0.9999322941,1,16.7969222,0.9639188725,14.753264869999999,14.93256852,1,3,5,2,2,0.6666666667,0.0,0,0,1,1,0,0
1e7b0318-8637-4e80-93e6-fa29fec532db,frisco_trail_529,no_match,brad,2026-01-19T02:25:39.983050+00:00,1e4f9d59,review,0.4646732827,0.0,1.0,0,1,False,1.0,1.0,1.0,0.2,0.0,0.0,2,14.59527437,9.022075931,0.146306105,0.2464180208,0.146306105,0.5937313534,5.582755047,5.346826185,0.9988081492,1,2.523508233,0.9946331274,5.346826185,5.348211077,1,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0
