gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,graphlet_similarity,endpoint_degree_similarity,ref_data_version,target_data_version,feature_version,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match,has_parallel_sibling_ref,offset_vs_half_corridor_ratio,offset_over_expected_halfwidth,likely_representation_mismatch
7d978f23-01d2-413b-8025-2663a76ca5e8,boston_sidewalk_5555,no_match,brad,2026-01-14 04:38:27.772553+00:00,00b607d3,no_match,0.4999390325,0,0.0256989427,0.9137631915,1,True,0.5,0.5,0.5,0.85,0.0256989427,0.08623680845,0.0256989427,0.2980043343,3.660531972,3.578788348,3.646073283,0.3867544238,0.736349409,10.40257765,0.9999999999,3.604647479,1,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,4,3.551901541,0.01068000355,3.562604964,0.9966666667,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,3.207741262,3.207741262,0.9999999999,0.6234916836,0,0,0,0.5,1,0.1656983765,0.8879751633,0
d65fedc4-fc2a-4cf9-8774-df43cb94b519,boston_sidewalk_59225,no_match,brad,2026-01-14 04:38:38.635243+00:00,00b607d3,no_match,0.4998731066,0,0.920597898,0.1295179745,1,True,0.5,0.5,0.5,0.9,0.920597898,0.8704820255,0.8704820255,0.9455616045,11.83690941,11.72863153,11.83690305,0,0.366147142,1.828439071,0.9999999999,11.72938506,1,1,3,1,3,1,1,1,1,1,1,1,1,0.5,0.5,0,0,0,0,7.839767346,2,11.72839911,0.1082672825,11.82600978,1,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,0.2927333666,0.2927333666,0.9999999999,6.832155908,0,0,0,0.5,1,1.2788179,2.932099045,0
2640d786-cf4d-4e82-84f4-edaea28ca331,boston_sidewalk_2134,no_match,brad,2026-01-14 04:38:41.641137+00:00,00b607d3,no_match,0.4998667749,0.03722046799,1,0.021162966,1,True,0.5,0.5,0.5,1,0.962779532,0.978837034,0.962779532,0.9835953265,12.02348313,11.84835774,12.02234144,0,0.3612107288,2.872992213,1,11.84505991,1,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,8,11.84712702,0.1626021964,12.00043278,0.9883333333,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000045793,1,4.579247426e-05,1,1,0,0.452545303,0.6033937373,0.75,6.629170561,0,0,0,0.5,1,0.383659515,2.961781014,0
7f74f8b6-5faf-42d7-8f1a-2f603660c77c,boston_sidewalk_103633,no_match,brad,2026-01-14 04:38:45.678333+00:00,00b607d3,no_match,0.4997795996,0.025260718,0.6688888042,0,1,True,0.5,0.5,0.5,0.85,0.6436280862,1,0.6436280862,0.6436280862,14.48691563,7.000487181,13.44449199,0.2110012926,0.5500861883,55.99468975,1,9.701063496,1,3,4,3,4,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,7,7.618916214,7.237329786,13.87398176,0.9744444444,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.267085234,1,0.2670852342,1,1,0,0.2971108051,0.118844322,0.4,16.82873835,1,0,1,0.5,0,0.1144115916,1.904728577,1
2b8fab81-345b-4508-9e07-98f9df710f06,boston_sidewalk_103803,match,brad,2026-01-14 04:38:48.529349+00:00,00b607d3,no_match,0.4997769794,0.07951875982,0.6195221811,0,1,True,0.5,0.5,0.5,0.9,0.5400034213,1,0.5400034213,0.5400034213,4.130995732,2.593037413,4.08257806,0.6635759236,0.8596338994,2.036932932,1,1.882231316,1,4,4,3,4,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,6,1.957819563,1.414299418,3.504295631,0.9866666667,0.95,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.003096464,1.00837448,0.005278016178,0.9823215743,0.9632493395,0.01907223485,0.05164648163,0.2065859265,0.25,77.44961271,2,2,0,0.5,1,0.3847443531,0.4894547683,0
667fdd7c-8500-4169-890d-8dde6bcca7a5,boston_sidewalk_103957,no_match,brad,2026-01-14 04:38:52.121506+00:00,00b607d3,no_match,0.499670434,0.03681942295,0.5297482508,0,1,True,0.5,0.5,0.5,1,0.4929288278,1,0.4929288278,0.4929288278,8.502217842,7.2979493,8.385959504,0.1596366656,0.5834144238,2.292891894,1,7.054772734,1,4,4,4,3,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,6,7.14828983,0.1619745661,8.050425068,0.9816666667,0.95,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000357915,1.011035301,0.01067738644,0.9851782854,0.9395284629,0.04564982254,0.08865190972,0.465422526,0.1904761905,45.1202914,0,1,1,0.5,0,0.001000292305,2.382762482,1
560d7684-bc1d-4294-9f3f-844d21865f45,boston_sidewalk_73059,no_match,brad,2026-01-14 04:39:00.407330+00:00,00b607d3,no_match,0.4996552887,0,0.8702492818,0.06891485735,1,True,0.5,0.5,0.5,0.9,0.8702492818,0.9310851426,0.8702492818,0.9346613343,11.00914315,10.78077433,11.00909442,0,0.4019414159,3.546174604,1,10.78341174,1,3,3,1,5,0.6666666667,0,0,1,0,1,1,1,0.5,0.5,0,0,0,0,8.012918549,4,10.78004031,0.2282876102,10.98606982,0.88,0.8,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,0.2680710225,0.2680710225,1,7.46070941,0,0,0,0.5,1,0.4735562276,2.695009403,0
4c826e33-fde9-45de-967a-2338799e936a,boston_sidewalk_103622,no_match,brad,2026-01-14 04:39:02.124619+00:00,00b607d3,no_match,0.4995866236,0.9109001926,1,0,0.02545519338,True,0.5,0.5,0.5,0.85,0.08909980744,0.02545519338,0.02545519338,0.2856930235,1.854287776,1.394911673,1.84774838,0.6482104137,0.8593814597,4.177493952,0.9999999999,1.827412347,0,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,4,1.375870096,0.4281777241,1.77351013,0.9966666667,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1.005163626,0.005163626352,1,1,0,1.946146938,2.919220407,0.6666666667,1.027671632,0,1,1,0.5,1,0.2825391271,0.3439674381,0
6723ebf7-f30a-45f9-8aac-9dc6ec013f52,boston_sidewalk_22328,no_match,brad,2026-01-14 04:39:08.868116+00:00,00b607d3,no_match,0.4995816459,0.4724476758,1,0.3863117924,1,True,0.5,0.5,0.5,0.1,0.5275523242,0.6136882076,0.5275523242,0.8596422705,6.409912267,5.981464743,6.376538364,0.2395534615,0.646443089,0.6733762485,1,6.042379899,1,3,3,4,3,0.9230769231,0.3333333333,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,6,5.993347954,0.3564549127,6.317531286,0.9833333333,0.95,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.006866694,1.005747031,0.001119663083,0.9424453865,0.9470778929,0.004632506405,0.1720984426,0.1720984426,1,52.29565047,0,1,1,0.5,1,0.06262362302,1.229404456,0
e6337a88-1019-4b85-b4da-6014b324de15,boston_sidewalk_2258,no_match,brad,2026-01-14 04:39:12.657602+00:00,00b607d3,no_match,0.4995728804,0,0.1673700463,0,0.6501538756,True,0.5,0.5,0.5,0.1,0.1673700463,0.6501538756,0.1673700463,0.2574314367,5.286961988,5.260276837,5.283147899,0.2534472632,0.6471861796,0.4503112736,0.9999999999,5.274842783,1,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,7,5.262476133,0.0237656998,5.280634939,0.985,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000002422,1.00028081,0.0002783880031,1,1,0,0.6285002472,0.6285002472,0.9999999999,4.773267812,0,0,0,0.5,1,0.2861985811,1.403326595,0
5d73e738-6f42-4521-b2f3-e65a8eb59685,boston_sidewalk_74134,no_match,brad,2026-01-14 04:39:18.022326+00:00,00b607d3,no_match,0.4995653887,0.9748270708,1,0.9072603041,1,True,0.5,0.5,0.5,0.9,0.02517292918,0.09273969592,0.02517292918,0.2714363998,1.644581251,1.47778309,1.642748066,0.6638416528,0.871116568,1.95333158,0.9999999992,1.638458423,0,5,5,4,4,0.8888888889,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,3,1.469990349,0.1576322374,1.615175565,0.9511111111,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,3.875955153,3.875955151,0.9999999992,0.5160018423,0,0,0,0.5,1,0.2098038026,0.3674974953,0
10297911-dcd0-4af2-9887-14cf1949d60c,boston_sidewalk_74135,no_match,brad,2026-01-14 04:39:20.475155+00:00,00b607d3,no_match,0.4994969149,0.3303819494,0.7830698541,0,1,True,0.5,0.5,0.5,0.1,0.4526879047,1,0.4526879047,0.4526879047,9.209227526,9.064257752,9.192262619,0.03830006966,0.4930492063,0.4011231256,1,9.146129063,1,4,4,5,4,0.9411764706,0.3333333333,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,10,9.119691702,0.02625599162,9.187892981,0.9605555556,0.95,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000135018,1,0.0001350181062,0.985989207,1,0.01401079292,0.1515925226,0.0757962613,0.5,26.38652574,0,0,0,0.5,1,1.045018256,1.586033064,0
3f4afbac-5224-42be-a24f-514a91d6c0d4,boston_sidewalk_22809,no_match,brad,2026-01-14 04:39:22.775526+00:00,00b607d3,no_match,0.4994762071,0.9726671153,1,0.9281718422,1,True,0.5,0.5,0.5,0.85,0.02733288469,0.07182815775,0.02733288469,0.3805316125,2.493163499,2.285113961,2.486283783,0.5360424847,0.8121177035,6.193961994,0.9999999994,2.47012986,0,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,3,2.292998166,0.1965833442,2.472430568,0.9322222222,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,3.373156577,3.373156575,0.9999999994,0.5929164433,0,0,0,0.5,1,0.1831583944,0.5732493983,0
eb5ea701-7859-42a3-9fd3-2847543ea2bf,boston_sidewalk_103206,no_match,brad,2026-01-14 04:39:24.206152+00:00,00b607d3,no_match,0.499468565,0,0.02865943923,0.9359613314,1,True,0.5,0.5,0.5,0.85,0.02865943923,0.06403866863,0.02865943923,0.4475333396,3.878732587,3.564690604,3.868586921,0.3760091887,0.7235888394,10.41550111,0.9999999998,3.857118174,0,2,2,4,4,0.6666666667,0,0,0,1,0,1,0,0.5,0.5,0,0,0,0,0,4,3.572558229,0.2733362592,3.821256199,0.9533333333,0.8,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1.010215369,0.01021536896,1,1,0,3.431400511,10.29420153,0.3333333334,0.5828523933,0,0,0,0.5,0,0.2030623259,0.8931393341,1
16c27c80-7650-4534-b22b-c924be7b420e,boston_sidewalk_1672,no_match,brad,2026-01-14 04:39:26.727941+00:00,00b607d3,no_match,0.4994541598,0.8280826014,1,0,0.325147182,True,0.5,0.5,0.5,0.1,0.1719173986,0.325147182,0.1719173986,0.528737163,6.280993722,5.586184054,6.276243907,0.2203106975,0.6236388262,17.93546082,1,5.683428106,1,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,1,0,0,0,0,4,5.642010599,0.6306412323,6.215427032,0.9916666667,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,1.251665438e-12,1,1,0,0.4696661327,0.7044991991,0.6666666667,4.258344089,0,0,0,0.5,1,0.06793804858,1.504535758,0
2b708efa-c340-4546-868f-9bf2fcd1d8ea,boston_sidewalk_103393,match,brad,2026-01-14 04:40:00.116344+00:00,00b607d3,no_match,0.4994347634,0.4575723789,1,0,0.991455161,True,0.5,0.5,0.5,1,0.5424276211,0.991455161,0.5424276211,0.5471025241,1.156771432,0.4178694147,0.7962595001,0.9114894711,0.9697270565,0.7637851481,1,0.4174796381,1,3,5,5,5,0.8888888889,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,11,0.4829469644,0.592564373,0.9553543085,0.955,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.006965344,1.000805713,0.006159631276,0.9670057339,0.9919549974,0.02494926354,0.07367928609,0.2394576798,0.3076923077,54.28934253,2,0,2,0.5,1,0.464448051,0.1207367109,0
0db83c7f-eb53-4270-8ee5-784300f51c84,boston_sidewalk_22340,no_match,brad,2026-01-14 04:40:02.424127+00:00,00b607d3,no_match,0.4993817271,0.5830383475,1,0.02827144075,1,True,0.5,0.5,0.5,1,0.4169616525,0.9717285592,0.4169616525,0.429092722,9.395429348,8.956460771,9.368663038,0.0553706863,0.4975248764,2.248897817,1,8.787618843,1,4,4,4,2,0.8571428571,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,5,8.851417417,0.2785903003,9.299330375,0.97,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1.005257658,0.005257657533,1,0.9689011308,0.03109886918,0.09075240754,0.4991382414,0.1818181818,22.03798284,0,0,0,0.5,1,0.5838314569,2.212853801,0
c1368530-f520-47d9-925f-a8eb6687d0f8,boston_sidewalk_12598,no_match,brad,2026-01-14 04:40:04.852202+00:00,00b607d3,no_match,0.4993814662,0,0.0244376609,0,0.1043009928,True,0.5,0.5,0.5,0.9,0.0244376609,0.1043009928,0.0244376609,0.2342994083,0.4974222921,0.375650916,0.4954400442,0.886731858,0.9597042743,2.497837202,0.9999999999,0.4907014347,1,3,3,5,5,0.75,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,2,0.3446196055,0.1101696655,0.4643649291,0.95,0.8,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1,1,0,1,1,0,3.502208844,3.502208844,0.9999999999,0.5710681713,0,0,0,0.5,0,0.4697073235,0.08615487984,1
4701008e-1f1f-4c26-9f78-c9e1e7ae52e5,boston_sidewalk_101981,match,brad,2026-01-14 04:40:08.891779+00:00,00b607d3,no_match,0.4993560782,0.6550091607,0.9828778083,0,1,True,0.5,0.5,0.5,1,0.3278686476,1,0.3278686476,0.3278686476,0.7290062799,0.3950169056,0.6372905788,0.9241902135,0.9664037108,0.4332422157,1,0.2769655161,1,4,3,4,3,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,6,0.4126172387,0.2661528058,0.6898298854,0.9588888889,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000250486,1.008097226,0.007846740743,0.9950452267,0.9603246233,0.03472060343,0.1869693089,0.6730895119,0.2777777778,26.74235697,1,0,1,0.5,1,0.4707567542,0.1031542839,0
4142b598-52c2-4399-b543-72103ae5ccd2,boston_sidewalk_108490,no_match,brad,2026-01-14 04:40:12.447035+00:00,00b607d3,no_match,0.4992907767,0.4768868418,0.5781345498,0,0.1056054572,True,0.5,0.5,0.5,0.85,0.101247708,0.1056054572,0.101247708,0.9587355682,5.396201548,2.390412487,5.296633608,0.3938419065,0.6838501785,1.030015069,1,5.084576666,0,4,4,4,4,1,1,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,4,3.284043358,2.109662299,5.184486551,1,1,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.108867689,1.000327175,0.1085405144,1,1,0,0.706765431,0.942353908,0.75,4.244689777,1,0,1,0.5,1,0.04623706576,0.8210106343,0
462778a9-8f6f-4e8c-9d21-aa920a3e8eab,boston_sidewalk_1986,no_match,brad,2026-01-14 04:40:16.787178+00:00,00b607d3,no_match,0.4992903329,0,1,7.966431817e-06,0.8983891452,True,0.5,0.5,0.5,1,1,0.8983811787,0.8983811787,0.8983811787,11.95842866,10.96925801,11.72940615,0,0.4110653479,4.276081437,1,11.14960854,1,3,4,4,4,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,8,10.88598716,0.549185851,11.28848836,0.985,0.95,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.014806672,1,0.01480667231,1,1,0,0.2701214102,0.2701214101,1,14.80815607,1,0,1,0.5,1,0.4527519338,2.721496109,0
59cbc6cf-55d1-4199-aee9-01be503c00f5,boston_sidewalk_102668,match,brad,2026-01-14 04:41:14.229096+00:00,00b607d3,no_match,0.4992498022,0.5906084768,1,0.00103717496,1,True,0.5,0.5,0.5,1,0.4093915232,0.998962825,0.4093915232,0.4098165746,6.209235959,1.504660183,6.055493882,0.7505079741,0.8669685041,9.856175126,0.998962825,0.9055290719,1,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,8,1.302671939,1.303241536,5.08816009,0.8933333333,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.044319143,1.005117769,0.0392013741,0.7617000635,0.975042248,0.2133421846,0.1325508141,0.2913093385,0.4550173872,37.72138282,2,0,2,0.5,1,0.4488545923,0.3256679033,0
094873a4-5a25-47eb-ae1c-155b7a9afe07,boston_sidewalk_102220,match,brad,2026-01-14 04:41:19.018617+00:00,00b607d3,no_match,0.4992269769,0.5711267966,0.9974568003,0,1,True,0.5,0.5,0.5,1,0.4263300038,1,0.4263300038,0.4263300038,1.050921325,0.7559833831,1.047426749,0.8561137626,0.9477951494,0.3700318342,1,0.7569845689,1,4,4,3,3,0.8571428571,0,0,0,1,1,1,1,0.5,0.5,0,0,0,0,0,4,0.7586807538,0.1818785852,0.9867505603,0.885,0.9,1769266739986288391_35513514,1769233621860682573_19736123,2026-02-01,1.000009694,1.000131188,0.0001214941556,0.9990226677,0.9961242951,0.002898372601,0.03443318883,0.1492104849,0.2307692308,87.12524464,0,2,2,0.5,1,0.3944988902,0.189670141,0
