gers_id,target_id,label,confidence,reasoning,labeler,dataset
9ff997bd-2301-446d-9287-92a4045e41a6,fc_sidewalk_7812_88268526b9,no_match,0.9,Blue segment is diagonal while red curves away horizontally then turns south - different paths not same feature,claude_opus_geometry_only,us_fort_collins_sidewalks
a2c6374f-80f7-46c7-8606-67ef695f4691,fc_sidewalk_35198_88268524ed,match,0.85,Blue segment is short subsection at east end of longer red segment following same curved path with minimal offset - both footways,claude_opus_geometry_only,us_fort_collins_sidewalks
a40355d3-fc7f-41a9-b52b-d83e0cb2cf1e,fc_sidewalk_16697_88268524c5,match,0.75,Blue and red segments follow same path with slight angular divergence at eastern end; both are footway class; small heading difference (19°) suggests same sidewalk with digitization variation,claude_opus_geometry_only,us_fort_collins_sidewalks
a48e1173-3b8b-4c08-92a5-8c8f88ed132f,fc_sidewalk_10810_8826852493,match,0.9,Blue and red segments follow same path with slight overlap in middle - red extends further west and blue extends further east along same footway alignment,claude_opus_geometry_only,us_fort_collins_sidewalks
a51671b9-b624-4555-bf02-bd7ef5dd145e,fc_sidewalk_32306_8826aa5029,no_match,0.85,Blue segment is nearly perpendicular to red segment - heading delta of 77 degrees indicates different orientations rather than same feature,claude_opus_geometry_only,us_fort_collins_sidewalks
abf8d958-adf5-47ba-85a2-2c1ab9f31d66,fc_sidewalk_35463_8826aa5147,match,0.85,Red segment overlaps northern portion of blue segment along same path - both footways with subsegment overlap,claude_opus_geometry_only,us_fort_collins_sidewalks
ac08ba1c-7686-4c95-bee5-2b229acf2d4c,fc_sidewalk_22242_8826aa5333,match,0.75,Blue segment is very short (~1.4m) but aligns with top portion of longer red segment (~16m) - both are footway features following same path with acceptable offset,claude_opus_geometry_only,us_fort_collins_sidewalks
b9e81eb0-a240-40f1-8bc0-cb087e63c3d5,fc_sidewalk_18157_8826852495,match,0.95,Red segment overlaps blue segment along same path - red is shorter subsegment of longer blue footway with near-zero offset,claude_opus_geometry_only,us_fort_collins_sidewalks
c801649c-2008-4de5-8156-a5d477212616,fc_sidewalk_38282_88268524c3,match,0.85,Red segment overlaps directly on blue segment at top portion - same footway path with length difference (target is short subsegment of longer reference),claude_opus_geometry_only,us_fort_collins_sidewalks
c993bbc6-ab07-46cd-a154-d48f6fd2f0b7,fc_sidewalk_8889_88268526a7,no_match,0.95,Cycleway vs footway are different feature types and red segment is tiny 8.9m vs 358m blue segment positioned at one end,claude_opus_geometry_only,us_fort_collins_sidewalks
d5f06f72-030e-45c3-bad8-0aeef165665b,fc_sidewalk_25628_8826aa502d,no_match,0.85,Blue and red segments intersect at approximately 45-50 degrees rather than following the same path - they represent different physical features crossing each other,claude_opus_geometry_only,us_fort_collins_sidewalks
dcfd3b3f-9612-4fc5-b3be-a5f3a5be3b44,fc_sidewalk_31690_8826aa502d,no_match,0.85,Blue and red are parallel lines running adjacent to each other with consistent offset - these appear to be two separate sidewalk segments running alongside each other rather than the same physical feature,claude_opus_geometry_only,us_fort_collins_sidewalks
de45bd99-f031-45ca-a056-ff5f766e4836,fc_sidewalk_10766_882685249b,no_match,0.85,Blue segment (steps) is short perpendicular feature while red segment (footway) runs north-south along different path - they share endpoint area but follow different directions,claude_opus_geometry_only,us_fort_collins_sidewalks
eb283afe-2e0e-4ce1-8e47-2ec5da015aaa,fc_sidewalk_5350_8826852483,match,0.85,Short red segment overlaps and follows same diagonal path as blue segment with minor offset consistent with digitization error,claude_opus_geometry_only,us_fort_collins_sidewalks
f2cda1d0-4fae-4c48-b3c6-f4cc86125a98,fc_sidewalk_36108_88268524e3,match,0.85,Red segment overlaps portion of blue footway path with same heading and minimal offset,claude_opus_geometry_only,us_fort_collins_sidewalks
fd0b6b97-1c49-48ab-9340-6f751c163f5e,fc_sidewalk_29648_88268526a3,match,0.85,Blue and red segments follow the same curved path with slight offset consistent with digitization error - both are footway/path features representing same physical walkway,claude_opus_geometry_only,us_fort_collins_sidewalks
