gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,same_anchor,same_side,same_anchor_and_side,start_endpoint_proximity,end_endpoint_proximity,shared_endpoint_count,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance,mean_hausdorff_distance,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance,centroid_distance,collinear_gap_ratio
7d978f23-01d2-413b-8025-2663a76ca5e8,boston_sidewalk_5555,no_match,brad,2026-01-14 04:38:27.772553+00:00,00b607d3,no_match,0.4999390324729592,0.03,0.61,0.0,1.0,True,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,8.0,4,4,5,5,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.027951890096488352,0.0936692960229637,0.027951890096488352,0.29841037867558806,3.496151769460896e-05,3.354656676329198e-05,0.9988373200072489,1.0,7.91288881269594,0.9999999997121714,3.354656676329198e-05,3.443847628036513e-05,0.0
d65fedc4-fc2a-4cf9-8774-df43cb94b519,boston_sidewalk_59225,no_match,brad,2026-01-14 04:38:38.635243+00:00,00b607d3,no_match,0.4998731066436583,0.0,0.58,0.53,1.0,True,0.0,0.0,0.0,0.9,0.0,1.0,0.0,7.839767345552357,0.0,2.0,1,1,1,3,0.6666666666666667,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,0.0,0.5293597288570999,0.49668106327551464,0.49668106327551464,0.9382675640020081,0.00013650814952773823,0.00013578604696061808,0.9988447542456714,1.0,2.242786657536328,0.9999999999923055,0.00013578604696061808,0.00013579994178863455,1.0
2640d786-cf4d-4e82-84f4-edaea28ca331,boston_sidewalk_2134,no_match,brad,2026-01-14 04:38:41.641137+00:00,00b607d3,no_match,0.4998667749498501,0.0,0.93,0.0,1.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4,4,5,5,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.966263546992694,0.9838958753602154,0.966263546992694,0.9820790707542442,0.00010834422631749788,0.00010677649806285873,0.9989057992224727,1.0,2.104828941265623,0.9999999999297728,0.00010677649806285873,0.00010673193971522253,1.0
7f74f8b6-5faf-42d7-8f1a-2f603660c77c,boston_sidewalk_103633,no_match,brad,2026-01-14 04:38:45.678333+00:00,00b607d3,no_match,0.4997795995912741,0.03,0.81,0.0,1.0,True,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,7.0,1,1,3,8,0.3076923076923077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5973357628407027,1.0,0.5973357628407027,0.5973357628407027,0.00013845441691740155,7.228307102281211e-05,0.9995447561938131,1.0,50.56563417918022,0.9999999999654898,7.228307102281211e-05,8.818262999833566e-05,1.0
2b8fab81-345b-4508-9e07-98f9df710f06,boston_sidewalk_103803,match,brad,2026-01-14 04:38:48.529349+00:00,00b607d3,no_match,0.4997769794239159,0.09,0.68,0.0,1.0,True,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,6.0,1,3,3,5,0.6666666666666667,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,1.0,0.5738886700638015,1.0,0.5738886700638015,0.5738886700638015,3.5778226567907395e-05,2.267817479870987e-05,0.9991763933313477,1.0,1.2472683030779876,0.9999999999965932,2.267817479870987e-05,1.7438296339550004e-05,1.0
667fdd7c-8500-4169-890d-8dde6bcca7a5,boston_sidewalk_103957,no_match,brad,2026-01-14 04:38:52.121506+00:00,00b607d3,no_match,0.4996704340050207,0.07,0.55,0.02,1.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4,1,5,3,0.7692307692307692,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.49118350227756286,1.0,0.49118350227756286,0.49118350227756286,8.766673527013887e-05,7.565558094058518e-05,0.9997710627690372,1.0,2.115664123837746,0.9999999999995133,7.565558094058518e-05,7.305622292955547e-05,1.0
560d7684-bc1d-4294-9f3f-844d21865f45,boston_sidewalk_73059,no_match,brad,2026-01-14 04:39:00.407330+00:00,00b607d3,no_match,0.4996552886737148,0.0,1.0,0.34,1.0,True,0.0,0.0,0.0,0.9,0.0,0.0,0.0,8.012918548784603,0.0,4.0,3,3,1,5,0.6666666666666667,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6521210780908209,0.6818759386823471,0.6521210780908209,0.9563632342724626,0.00010242791607729752,0.00010084696863941091,0.9987955278451045,1.0,2.839857710954277,0.999999999955859,0.00010084696863941091,0.00010086287111468436,1.0
4c826e33-fde9-45de-967a-2338799e936a,boston_sidewalk_103622,no_match,brad,2026-01-14 04:39:02.124619+00:00,00b607d3,no_match,0.4995866235739105,1.0,1.0,0.0,0.0,True,0.0,0.0,0.0,0.85,0.0,1.0,0.0,0.0,0.0,8.0,4,4,5,5,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.09722921507248938,0.027649791211223754,0.027649791211223754,0.28437739819877605,2.3474911466239306e-05,1.7004790690258095e-05,0.9990067599531633,1.0,2.7272168741440055,0.9999999994881426,1.7004790690258095e-05,2.329308723658838e-05,0.0
6723ebf7-f30a-45f9-8aac-9dc6ec013f52,boston_sidewalk_22328,no_match,brad,2026-01-14 04:39:08.868116+00:00,00b607d3,no_match,0.4995816458633194,0.44,1.0,0.37,1.0,True,0.0,0.0,0.0,0.8,1.0,1.0,1.0,0.0,0.0,6.0,4,3,5,3,0.9333333333333332,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.5364113603117715,0.635924680758187,0.5364113603117715,0.8435139829330577,7.04995438381573e-05,6.571877800947058e-05,0.9988624886230381,1.0,0.0317551799408875,0.9999999999857354,6.571877800947058e-05,6.742064057675233e-05,1.0
e6337a88-1019-4b85-b4da-6014b324de15,boston_sidewalk_2258,no_match,brad,2026-01-14 04:39:12.657602+00:00,00b607d3,no_match,0.4995728804434877,0.0,0.16,0.0,0.63,True,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,7.0,4,4,4,5,0.9411764705882352,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.1589294568591048,0.6172884715018564,0.1589294568591048,0.25746383448962057,6.41191118002379e-05,6.37614110503596e-05,0.9993072336088655,1.0,0.6796766963267373,0.9999999999721159,6.37614110503596e-05,6.397202802637516e-05,1.0
5d73e738-6f42-4521-b2f3-e65a8eb59685,boston_sidewalk_74134,no_match,brad,2026-01-14 04:39:18.022326+00:00,00b607d3,no_match,0.4995653886803325,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,6.0,2,5,4,4,0.8,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0315219100850721,0.12083082131575917,0.0315219100850721,0.26087640340288665,2.099671474862451e-05,1.8448095057307603e-05,0.9988736764890265,1.0,2.0954486297742676,0.9999999992095144,1.8448095057307603e-05,2.0923753944053632e-05,0.0
10297911-dcd0-4af2-9887-14cf1949d60c,boston_sidewalk_74135,no_match,brad,2026-01-14 04:39:20.475155+00:00,00b607d3,no_match,0.499496914930117,0.27,0.73,0.0,1.0,True,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,10.0,7,4,7,7,0.88,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.46008954520852874,1.0,0.46008954520852874,0.46008954520852874,9.462642006815071e-05,9.37568112991041e-05,0.9994703864330877,1.0,0.30848859170060905,0.9999999999904993,9.37568112991041e-05,9.412629700188782e-05,1.0
3f4afbac-5224-42be-a24f-514a91d6c0d4,boston_sidewalk_22809,no_match,brad,2026-01-14 04:39:22.775526+00:00,00b607d3,no_match,0.4994762070617736,1.0,1.0,1.0,1.0,True,0.0,0.0,0.0,0.85,0.0,1.0,0.0,0.0,0.0,5.0,4,5,3,4,0.875,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.029775345668310527,0.07771952087107858,0.029775345668310527,0.38311283104410765,2.27675752869984e-05,2.0851594808530867e-05,0.9997902274533085,1.0,5.8813669744105255,0.9999999999110135,2.0851594808530867e-05,2.248830140481294e-05,0.0
eb5ea701-7859-42a3-9fd3-2847543ea2bf,boston_sidewalk_103206,no_match,brad,2026-01-14 04:39:24.206152+00:00,00b607d3,no_match,0.4994685649717217,0.0,0.0,1.0,1.0,True,0.0,0.0,0.0,0.85,0.0,1.0,0.0,0.0,0.0,6.0,4,2,3,5,0.8571428571428572,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.031023531820137163,0.07033329801155996,0.031023531820137163,0.44109309099991506,4.3650160011833824e-05,3.9802146483984945e-05,0.9989256595524738,1.0,7.864883970720484,0.9999999993360601,3.9802146483984945e-05,4.348323843822873e-05,0.0
16c27c80-7650-4534-b22b-c924be7b420e,boston_sidewalk_1672,no_match,brad,2026-01-14 04:39:26.727941+00:00,00b607d3,no_match,0.4994541598475424,0.74,1.0,0.0,0.38,True,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,8.0,3,4,5,5,0.8235294117647058,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2284524317514972,0.47411169360379446,0.2284524317514972,0.48185361136106103,6.930805326623847e-05,5.739076816895668e-05,0.9991060516987789,1.0,18.27913180503765,0.9999999999994486,5.739076816895668e-05,6.037436659157688e-05,1.0
2b708efa-c340-4546-868f-9bf2fcd1d8ea,boston_sidewalk_103393,match,brad,2026-01-14 04:40:00.116344+00:00,00b607d3,no_match,0.4994347634187361,0.54,1.0,0.2,0.99,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3,5,7,6,0.7619047619047619,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5650555855037005,0.9916722802127161,0.5650555855037005,0.5698007262868079,1.1338827358024623e-05,4.528832011281334e-06,0.9991536837556927,1.0,0.8763062626222791,0.999999999994856,4.528832011281334e-06,4.075810324381447e-06,1.0
0db83c7f-eb53-4270-8ee5-784300f51c84,boston_sidewalk_22340,no_match,brad,2026-01-14 04:40:02.424127+00:00,00b607d3,no_match,0.4993817270514039,0.56,0.99,0.06,1.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,8,4,4,3,0.736842105263158,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.4268458695042281,1.0,0.4268458695042281,0.4268458695042281,8.882259658570388e-05,8.163539037873707e-05,0.9988657196172066,1.0,2.5197851442363515,0.9999999999686028,8.163539037873707e-05,7.868011900159712e-05,1.0
c1368530-f520-47d9-925f-a8eb6687d0f8,boston_sidewalk_12598,no_match,brad,2026-01-14 04:40:04.852202+00:00,00b607d3,no_match,0.4993814662190713,0.0,0.01,0.0,0.03,True,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,6.0,2,4,3,5,0.8571428571428572,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.026599403493135845,0.11290778924943723,0.026599403493135845,0.23558519451985838,5.762476656910418e-06,4.047665853666886e-06,0.9989179535308476,1.0,1.9151936723743574,0.9999999997112572,4.047665853666886e-06,5.709610811714369e-06,1.0
4701008e-1f1f-4c26-9f78-c9e1e7ae52e5,boston_sidewalk_101981,match,brad,2026-01-14 04:40:08.891779+00:00,00b607d3,no_match,0.4993560781866749,0.66,0.98,0.0,1.0,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4,4,5,3,0.875,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3279240793425926,1.0,0.3279240793425926,0.3279240793425926,6.714503309497395e-06,3.7053464057598157e-06,0.999199551815285,1.0,0.3027299998039439,0.9999999999812866,3.7053464057598157e-06,2.5625573039271424e-06,1.0
4142b598-52c2-4399-b543-72103ae5ccd2,boston_sidewalk_108490,no_match,brad,2026-01-14 04:40:12.447035+00:00,00b607d3,no_match,0.499290776671781,0.58,0.58,0.0,0.0,True,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,6.0,4,2,5,3,0.8571428571428572,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5539794761523482,0.5056337452702748,0.5056337452702748,0.912730104700164,0.00025351645865642427,8.744874597612674e-05,0.999047427567323,1.0,67.0819385982557,0.9999999999738194,8.744874597612674e-05,0.00017206387651228498,1.0
462778a9-8f6f-4e8c-9d21-aa920a3e8eab,boston_sidewalk_1986,no_match,brad,2026-01-14 04:40:16.787178+00:00,00b607d3,no_match,0.4992903328936245,0.0,1.0,0.16,1.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4,4,5,5,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8719708321217102,0.800525590481846,0.800525590481846,0.918064642751844,0.0001230845840684,0.00011546153007548384,0.9990079069340048,1.0,7.2567196885481735,0.9999999999774732,0.00011546153007548384,0.00011449939829226544,1.0
59cbc6cf-55d1-4199-aee9-01be503c00f5,boston_sidewalk_102668,match,brad,2026-01-14 04:41:14.229096+00:00,00b607d3,no_match,0.4992498022399331,0.65,1.0,0.0,0.77,True,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,5,5,5,5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3999026278004958,0.9941496459938114,0.3999026278004958,0.4022559676121287,6.4934186311129e-05,1.286781545401535e-05,0.9992038026521032,1.0,11.740629247034292,0.9999999999917197,1.286781545401535e-05,9.912135568355662e-06,1.0
094873a4-5a25-47eb-ae1c-155b7a9afe07,boston_sidewalk_102220,match,brad,2026-01-14 04:41:19.018617+00:00,00b607d3,no_match,0.4992269769434311,0.57,1.0,0.0,1.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5,7,3,3,0.6666666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4262947671425156,1.0,0.4262947671425156,0.4262947671425156,9.463359265543134e-06,6.819578214788e-06,0.9994809024819103,1.0,0.2746711041970684,0.9999999999918657,6.819578214788e-06,6.8258578178220556e-06,1.0
bca16fe2-c568-42b5-aecd-250280181439,boston_sidewalk_1264,no_match,brad,2026-01-14 04:41:21.170753+00:00,00b607d3,no_match,0.4991824167673645,0.83,1.0,0.0,0.44,True,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,8.0,3,4,5,5,0.8235294117647058,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.17175658270001548,0.43226418753726187,0.17175658270001548,0.39734168976283696,5.713376656436489e-05,5.620366135131829e-05,0.9988963655520453,1.0,1.9985412130095597,0.9999999999396929,5.620366135131829e-05,5.607021525528904e-05,1.0
83413653-0c09-4b07-a901-0bf14d5ee98f,boston_sidewalk_877,no_match,brad,2026-01-14 04:41:24.614363+00:00,00b607d3,no_match,0.4991780276669759,0.5,0.85,0.0,0.41,True,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,4.0,3,3,3,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5172686512041077,0.8352799670930655,0.5172686512041077,0.619275777682424,0.00015020054528763969,7.472866861741345e-05,0.9991347910267101,1.0,45.35072006726233,0.9999999999575052,7.472866861741345e-05,9.13711527045822e-05,1.0
df28ce59-981b-4780-a983-ace3c1849972,boston_sidewalk_108355,no_match,brad,2026-01-14 04:41:27.737861+00:00,00b607d3,no_match,0.4991749679020207,0.0,0.81,0.0,0.88,True,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,4.0,1,1,3,3,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.810848935768642,0.8749195117800532,0.810848935768642,0.9267697483611294,0.00010640620517841175,0.00010241397110476577,0.9990852875703241,1.0,1.181000812682953,0.9999999999863015,0.00010241397110476577,0.0001026744245245805,1.0
705279fe-a95d-457b-8658-f2d99899eeec,boston_sidewalk_62389,match,brad,2026-01-14 04:41:34.382446+00:00,00b607d3,no_match,0.4990780473663739,0.88,1.0,0.0,0.57,True,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,0.0,5.0,4,2,3,4,0.9230769230769232,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.12447896771052058,0.5673975445288673,0.12447896771052058,0.2193858061438747,1.0608623140585257e-05,9.635676012790554e-06,0.9987972215534593,1.0,2.704763676164191,0.9999999999745424,9.635676012790554e-06,9.637188967987794e-06,1.0
c1df4096-1b78-4616-9e1d-9b04af02931c,boston_sidewalk_102960,no_match,brad,2026-01-14 04:41:37.158225+00:00,00b607d3,no_match,0.4990500501526197,0.07,1.0,0.47,1.0,True,0.0,0.0,0.0,0.8,1.0,1.0,1.0,0.0,0.0,6.0,3,4,3,5,0.9333333333333332,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.9263798503608219,0.5263602411902139,0.5263602411902139,0.5681905116839472,5.392299141540054e-05,4.227925620019746e-05,0.9995589090160746,1.0,0.21888734822533706,0.999999999998032,4.227925620019746e-05,4.68827996090754e-05,1.0
37946574-0e58-4691-a0f3-7897de8e1e2d,boston_sidewalk_12248,no_match,brad,2026-01-14 04:41:48.454025+00:00,00b607d3,no_match,0.499012668646082,0.0,1.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1,3,5,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3223418951002014,0.5517607655796852,0.3223418951002014,0.5842059008337533,0.00013896124973708878,0.00013235248906297615,0.9990814985907721,1.0,8.59618162390251,0.9999999999656822,0.00013235248906297615,0.00013409058927899258,1.0
02624f14-c0f4-48c4-878a-a7ecf8ef8240,boston_sidewalk_1144,no_match,brad,2026-01-14 04:41:50.015707+00:00,00b607d3,no_match,0.4989461105673001,0.0,0.73,0.0,0.83,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,4,4,5,5,0.8888888888888888,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7761501710308689,0.782206700912178,0.7761501710308689,0.9922571235016956,0.00014765086952596117,0.00014478726869863854,0.9991337587752842,1.0,4.296861097160331,0.9999999999748207,0.00014478726869863854,0.00014432990266100297,1.0
9571b0bd-062f-43e5-bef8-ec1645f81345,boston_sidewalk_21261,match,brad,2026-01-14 04:41:52.402403+00:00,00b607d3,no_match,0.4989311346077301,0.57,1.0,0.0,1.0,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,inf,2.0,3,3,3,1,0.8,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,1.0,0.4296588570932438,1.0,0.4296588570932438,0.4296588570932438,1.8144013112248688e-05,1.0745849784909053e-05,0.9996491982527879,1.0,0.49942712442486936,0.9999999999924513,1.0745849784909053e-05,1.2808199688185317e-05,1.0
a3e85b54-0209-42f8-9b39-03682b17f432,boston_sidewalk_74839,no_match,brad,2026-01-14 04:41:54.498141+00:00,00b607d3,no_match,0.498784621041025,0.0,0.99,0.02,0.87,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2,3,3,3,0.9090909090909092,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.992233229384358,0.8646770911815962,0.8646770911815962,0.8714454077677832,0.00010891821092599412,0.00010164329201982855,0.9992817758199001,1.0,0.7174690087386466,0.9999999999953954,0.00010164329201982855,9.841125757907493e-05,1.0
d339a45d-61a5-468a-b782-cceef546e839,boston_sidewalk_1873,no_match,brad,2026-01-14 04:41:57.658229+00:00,00b607d3,no_match,0.4987826520271359,1.0,1.0,0.0,0.0,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4,3,3,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.040574342471085156,0.0651301050853575,0.040574342471085156,0.62297369884341,7.2482456051207256e-06,4.233059490611623e-06,0.9993033763756953,1.0,44.01435981854604,0.9999999992983809,4.233059490611623e-06,6.611567136672989e-06,1.0
866b3959-47b6-42ac-b1a0-c31f8109f3d1,boston_sidewalk_5669,match,brad,2026-01-14 04:42:02.412663+00:00,00b607d3,no_match,0.4987633513586161,0.0,0.17,0.17,1.0,True,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,4.0,6,3,3,3,0.8,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.17384069551724832,0.8304759843879359,0.17384069551724832,0.20932657751129263,1.2790483734382046e-06,1.0784028459426477e-06,0.9997043000761658,1.0,0.435253623378685,0.999999999895108,1.0784028459426477e-06,1.119413159120381e-06,1.0
