gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,graphlet_similarity,endpoint_degree_similarity,ref_data_version,target_data_version,feature_version,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match
c5a4278b-4986-46e5-9027-cc4492e76958,us_boston_streets_6063,match,Brad,2026-01-12 03:08:18.579372+00:00,6caa76cb,review,0.74539353,1.0,1.0,1.0,0.8,0.0,0.975504216,0.002920264325,1.0,True,0.975504216,0.9970797357,0.975504216,0.9783612896,7.406588212,7.170582925,7.406564895,0.1588473562,0.593231276,0.6297679476,0.9970797357,7.1306027,1.0,3,4,3,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,6,7.125707673,0.3599493556,7.390424341,0.9916666667,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000005656,1.0,5.656353947e-06,0.9984726243,0.9999999643,0.001527339947,0.06976332186,0.05216969589,0.7478098018,57.33671926,0,0,0,0.5
5a25e758-7fbd-4429-b386-7f01a74a78f8,us_boston_streets_6017,match,Brad,2026-01-12 03:08:20.035453+00:00,6caa76cb,review,0.744824637,1.0,1.0,1.0,0.6,0.0,1.0,0.05170378001,0.9893731268,True,1.0,0.9376693467,0.9376693467,0.9376693467,2.1164487,0.627602775,2.113531039,0.8997387872,0.9554342371,1.994328685,1.0,0.3610060808,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,5,0.4822222525,0.5589927106,1.70905146,0.99,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000887753,1.0,0.0008877534328,0.9823196695,1.0,0.0176803305,0.1449430742,0.03220957204,0.2222222222,62.09334285,0,0,0,0.5
fbb2256a-af6b-4b09-9153-92738a5b30f7,us_boston_streets_98,match,Brad,2026-01-12 03:08:21.280840+00:00,6caa76cb,review,0.7445177299,1.0,1.0,1.0,0.6,0.0,1.0,0.344287649,0.9441347105,True,1.0,0.5998470615,0.5998470615,0.5998470615,0.6043894874,0.2260903175,0.6043871293,0.9455371903,0.9793734253,0.9736433448,1.0,0.250623604,1.0,3,3,4,3,0.9230769231,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,6,0.264739445,0.3628893445,0.5679396776,0.9883333333,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000055544,1.0,5.55437279e-05,0.9944985261,1.0,0.005501473879,0.1169708873,0.05848544366,0.5,34.19654319,0,0,0,0.5
716cf336-fa1d-4a0e-ac2b-88518bddc97a,us_boston_streets_7794,match,Brad,2026-01-12 03:08:22.924675+00:00,6caa76cb,review,0.7427684549,1.0,1.0,1.0,0.8,0.003641744354,0.9113216989,0.0,1.0,True,0.9076799546,1.0,0.9076799546,0.9076799546,10.63661206,8.444470027,10.62544255,0.0987936733,0.5485932579,5.874531351,1.0,8.469452513,1.0,5,4,4,4,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,8.338613925,3.26091439,10.593562,0.9683333333,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.007852799,1.002998951,0.004853847624,0.9305907836,0.9666096366,0.03601885299,0.1984525976,0.07216458094,0.3636363636,55.42885371,0,0,0,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,Brad,2026-01-12 03:23:31.013740+00:00,f173a06d,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
e3187acc-f755-4f2e-9832-7338adf9c057,us_boston_streets_8031,no_match,Brad,2026-01-12 03:23:45.808551+00:00,f173a06d,review,0.742355489,0.5,0.5,0.5,0.1,0.0,1.0,0.03691700997,0.9346217574,True,1.0,0.8977047475,0.8977047475,0.8977047475,2.804315114,2.323003464,2.804292029,0.6163428189,0.8484866293,0.6406082549,1.0,2.323041254,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0,1,0,0.0,0.0,1,2.322896465,0.481273991,2.756033812,0.9983333333,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.0,1.0,0.0,1.0,1.0,1.551647699e-12,0.02323102956,0.02323102956,1.0,86.09175045,0,0,0,0.5
2a0d7dbf-e642-4811-9b8c-ca758c30ad05,us_boston_streets_3142,match,Brad,2026-01-12 03:23:50.869267+00:00,f173a06d,review,0.7403314012,1.0,1.0,1.0,1.0,0.0,0.9926389543,0.0007790701024,1.0,False,0.9926389543,0.9992209299,0.9926389543,0.9934128925,1.169917238,1.083064465,1.165293962,0.8043631973,0.9289527388,0.02812924448,0.9992209299,1.075200272,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.072746364,0.0877920048,1.152817065,0.9916666667,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000002538,1.0,2.538113069e-06,0.9996232273,0.9999999834,0.0003767561332,0.0320047193,0.01598989269,0.4996104649,187.4723519,0,0,0,0.5
825a9cf5-741e-485b-8f04-74acbbe023d6,us_boston_streets_8546,match,Brad,2026-01-12 03:23:59.241823+00:00,f173a06d,review,0.7400442512,1.0,1.0,1.0,0.6,0.0,0.9976647671,0.006674514245,1.0,False,0.9976647671,0.9933254858,0.9933254858,0.9956505617,2.828116226,1.213759429,2.808921871,0.7225102975,0.9036987838,0.1256307893,0.9976647671,1.676461116,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,5,1.620670733,1.553609397,2.796074241,0.9883333333,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000015426,1.0005773,0.0005618740988,0.9993141793,0.9956158072,0.0036983721,0.04445820011,0.03183018812,0.7159576421,157.0835831,0,0,0,0.5
b3da958f-19af-46d2-9df3-76439d4561b9,us_boston_streets_584,no_match,Brad,2026-01-12 03:24:40.662497+00:00,f173a06d,review,0.7389766625,0.5,0.5,0.5,0.1,0.0,1.0,0.08659400923,0.9767571372,True,1.0,0.890163128,0.890163128,0.890163128,1.9659569,1.206053398,1.944938011,0.7836385568,0.9190147713,1.097868864,1.0,1.179644179,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0,1,0,0.0,0.0,1,1.199061668,0.731095343,1.84483924,0.9983333333,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.006691241,1.001836303,0.004854938395,0.9729990806,0.9813173812,0.008318300661,0.08051027096,0.06709189247,0.8333333333,74.52465292,1,0,1,0.5
bb02a84e-afce-47f0-b164-6a5f7fd44487,us_boston_streets_7215,match,brad,2026-01-12 03:48:13.491765+00:00,9f047095,review,0.7332991811,1.0,1.0,1.0,0.6,0.0,0.9982032929,0.0,0.9987218532,False,0.9982032929,0.9987218532,0.9982032929,0.999480776,2.61434446,1.526110702,2.534051561,0.676512185,0.8805435447,0.487189574,0.999480776,1.964923756,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.924934322,0.545038764,2.540374884,0.9916666667,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000020526,1.000083505,6.297881254e-05,0.9986758456,0.9989643709,0.0002885252568,0.03729558917,0.01599212743,0.4287940688,187.5923022,0,0,0,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,brad,2026-01-12 04:04:08.806900+00:00,536127ed,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,brad,2026-01-12 04:05:58.305722+00:00,2c976208,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
81a82e27-344f-421f-904a-d0ee0d3b197c,us_boston_streets_3595,match,brad,2026-01-12 04:06:09.533932+00:00,2c976208,review,0.722764936,1.0,1.0,1.0,0.8,0.0,0.8484220893,0.0,0.960226856,True,0.8484220893,0.960226856,0.8484220893,0.883564216,2.908902148,2.054953335,2.899698,0.6769553603,0.8671612284,1.30939016,1.0,1.786606113,1.0,3,4,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,5,1.833897009,0.6966067574,2.725990889,0.9472222222,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.00335031,1.001192612,0.002157698489,0.9613791653,0.9789595405,0.01758037516,0.1127081682,0.05635408408,0.5,53.23482848,0,0,0,0.5
1a111ac3-5d1c-4dd7-9df4-78e1d6eb78d4,us_boston_streets_9306,associated,brad,2026-01-12 04:06:13.433493+00:00,2c976208,review,0.7221550876,0.5,0.5,0.5,0.1,0.0,1.0,0.126197282,0.9495028295,True,1.0,0.8233055475,0.8233055475,0.8233055475,2.015750258,1.004108319,2.012324062,0.9148130336,0.9547532827,3.031231774,1.0,0.02405249563,1.0,3,3,3,4,0.9230769231,0.3333333333,0,0,1,1,1,1,0.5,0.5,0,1,0,0.0,0.0,4,0.3905640446,0.2418335129,1.366939514,0.9016666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.00803435,1.0,0.008034349842,0.9622374995,1.0,0.03776250048,0.06462684575,0.04308456383,0.6666666667,46.42033764,1,0,1,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,brad,2026-01-12 04:06:54.413236+00:00,db01ce47,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,brad,2026-01-12 04:08:25.483783+00:00,2d9c4c93,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
ae5b7a29-b28e-40d2-a5f8-26c02d9b988b,us_boston_streets_2672,match,brad,2026-01-12 04:08:44.343645+00:00,2d9c4c93,review,0.7219194018,0.2666666667,0.5222222222,0.3111111111,0.6,0.0,1.0,0.00822960306,0.9998982629,False,1.0,0.9916686598,0.9916686598,0.9916686598,3.258212886,2.788728853,3.153238759,0.5522321358,0.8175347795,0.1832968334,1.0,2.805302984,1.0,3,4,3,4,1.0,1.0,0,0,1,1,1,1,0.0,0.3448275862,1,1,0,0.0,0.0,6,2.794759259,0.1789699967,3.110371915,0.9883333333,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001007664,1.001210742,0.0002030784851,0.9766679011,0.9791186486,0.002450747451,0.1305530127,0.05595129115,0.4285714286,53.61806562,0,0,0,0.5
47229b83-55ba-4329-bb44-c4ba1967c6ab,us_boston_streets_7933,match,brad,2026-01-12 04:08:52.147788+00:00,2d9c4c93,review,0.7216493379,0.1935483871,0.3581871345,0.1290322581,0.8,0.0504808916,1.0,0.0,0.9848362693,True,0.9495191084,0.9848362693,0.9495191084,0.9641390534,0.9921525421,0.7065623371,0.9895333398,0.8766064529,0.9534423047,1.689267583,1.0,0.5644336972,1.0,3,3,2,3,0.9090909091,0.3333333333,0,0,1,1,1,1,0.0,0.1111111111,1,1,0,0.0,0.0,2,0.6291993338,0.5268380217,0.984266477,0.9488888889,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000329234,1.0,0.0003292338986,0.9838022188,1.0,0.01619778119,0.1015549251,0.04062197005,0.4,49.23444131,0,0,0,0.5
7d81b7ff-1ea4-4671-aee0-904a784dad60,us_boston_streets_10742,associated,brad,2026-01-12 04:08:56.406612+00:00,2d9c4c93,review,0.7213742344,0.5,0.5,0.5,0.1,0.0,0.9988395782,0.04674623912,1.0,True,0.9988395782,0.9532537609,0.9532537609,0.9543612225,4.259463619,4.257332074,4.259463614,0.3962346712,0.7410562721,0.002747334431,0.9988395782,4.257333976,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0,1,0,0.0,0.0,3,4.256863715,0.002599895406,4.25920362,0.995,1.0,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.0,1.0,0.0,1.0,1.0,1.121214233e-12,0.01842166319,0.01844306493,0.9988395782,108.4418456,0,0,0,0.5
cdbc9a68-3298-494b-b5fc-88c1dfa08caa,us_boston_streets_4978,match,brad,2026-01-12 04:08:59.836725+00:00,2d9c4c93,review,0.7204425215,1.0,1.0,1.0,0.6,0.08192183604,0.9982996495,0.0,1.0,True,0.9163778134,1.0,0.9163778134,0.9163778134,0.9284873293,0.529319311,0.8374034647,0.9215844522,0.9715367469,0.1418453215,1.0,0.1154007045,1.0,3,3,1,2,0.6666666667,0.0,0,1,0,1,0,0,1.0,1.0,1,1,0,0.0,0.0,3,0.4009847284,0.4775697928,0.7762514866,0.87,0.85,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.002703352,1.00247327,0.0002300827199,0.9803107642,0.9911345659,0.01082380169,0.07648655643,0.03186939851,0.4166666667,156.8903159,0,0,0,0.5
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,us_boston_streets_10067,match,brad,2026-01-12 04:13:16.138877+00:00,b0d4979d,review,0.749867413,1.0,1.0,1.0,0.6,0.05773757196,1.0,0.0,0.9778175466,True,0.942262428,0.9778175466,0.942262428,0.9636382894,1.972387084,1.313769587,1.949146434,0.8116115389,0.932825129,1.345780676,1.0,0.8260301527,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,1,1,0,0.0,0.0,7,1.021562574,0.8094576405,1.883670993,0.9616666667,0.95,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.001642449,1.0,0.001642449134,0.9825564539,0.9999998612,0.01744340732,0.1136603297,0.04262262365,0.375,70.38515565,0,0,0,0.5
81e4a02d-6660-41de-9e62-4bd2b8787caf,us_boston_streets_8216,associated,brad,2026-01-12 04:13:21.341672+00:00,b0d4979d,review,0.59107884,0.5,0.5,0.5,0.1,0.0,1.0,0.09948499029,0.8576658823,True,1.0,0.758180892,0.758180892,0.758180892,8.052834531,7.737865418,8.05279196,0.1183100636,0.5630709654,0.7243326724,1.0,7.749548632,1.0,3,3,4,4,0.8571428571,0.0,0,0,1,1,1,1,0.5,0.5,0,1,0,0.0,0.0,7,7.747351501,0.3332700904,8.033281246,0.975,0.9,1769233435934733245_35513514,1769233627358710641_2326383,2026-01-25,1.000001848,1.0,1.847987873e-06,0.9994677259,0.9999998114,0.0005320855018,0.05972133896,0.05972133896,1.0,50.23330106,0,0,0,0.5
