ref_id,target_id,label,confidence,reasoning
49aa888f-5e7d-4310-858a-02954d2db7b6,fc_street_7921,match,1.0,Segments perfectly overlap along same road alignment with matching names and nearly identical geometry
50941293-0bf7-4711-8639-42db1b7e05d6,fc_street_6180,no_match,0.95,Blue footway only touches southern end of long red primary road; different physical features
50b2f2e1-cda5-41f2-b765-db9915dc9064,fc_street_4557,no_match,0.85,Short segment nearly perpendicular to longer road - likely different features
538fe5f9-7ff9-4de3-8166-d697cb923773,fc_street_9948,no_match,0.85,Parallel segments with clear spatial offset - different physical roads
5539cfcd-a61c-4406-b5be-01decb87b1c0,fc_street_9462,no_match,0.95,Different roads with distinct paths and no spatial overlap
5a3f7f06-2aa4-4494-974d-622315dd7158,fc_street_8533,match,0.95,Blue segment is subsegment of red on same curved road with matching names
6038efad-528b-4ed2-b507-1d0bae18ffed,fc_street_10768,match,0.85,Red segment is northern subsegment of blue segment on same road (Aria Way)
608edd11-f8be-4e66-8419-cd01062bedca,fc_street_8436,match,0.98,Nearly perfect geometric and semantic alignment on same street segment
616d46dd-3c12-436d-adf2-2322cc9d9970,fc_street_4147,no_match,0.85,Parallel segments ~95m apart despite same name
62befe59-6eb4-46c2-a514-3f83b4fbd47f,fc_street_5130,no_match,0.95,Perpendicular segments: blue footway curves horizontally while red street runs vertically
63976a11-2ae3-451c-852f-9b741bd3171a,fc_street_7060,no_match,0.85,Parallel but offset segments - footway beside street not same feature
655759f3-8686-41cc-8a56-c16cbf3c862f,fc_street_8201,match,0.9,Collinear subsegment overlap on same road
65afc309-4be5-4fe6-be49-81f0c3996c9e,fc_street_4289,no_match,0.95,Blue footway perpendicular and separate from red residential street
6d7ce522-7499-4c02-bb2c-065b5fe0bc19,fc_street_4897,no_match,0.7,Parallel offset segments likely representing different lanes or adjacent roadways
702fb513-0dbf-43d1-9f99-b59550dff9d6,fc_street_4953,no_match,0.7,Parallel service roads side-by-side not same segment
709cd47f-c652-4a64-9c29-cbb3cca5626e,fc_street_1672,no_match,0.7,Segments appear to be separate non-overlapping portions of same named street with large spatial gap
710fb6a4-c0b5-4f13-b152-4df61ed5104a,fc_street_4855,no_match,0.9,Segments are spatially separated and do not overlap
72dff2a8-b3cd-45bd-a477-8a7615c5ff9d,fc_street_9131,match,0.7,Blue footway segment overlaps with portion of red residential street along same alignment
745faf1e-7b55-4af2-9baf-6272e5745203,fc_street_8850,no_match,0.95,Parallel streets separated by 44m with no overlap
78b33ea7-27d5-4e58-9023-1d7284b627bf,fc_street_8803,no_match,0.95,Separate non-overlapping roads in different locations
793d4ac6-9180-44a1-9353-0568d6ef3c75,fc_street_7978,no_match,0.95,Different roads meeting at intersection with distinct paths and names
7be83e08-7422-4b3d-9639-d26c1e12423f,fc_street_7548,match,1.0,Segments perfectly overlap on same curved road with identical names and metrics
7c8b8a10-b8c5-48d9-a22c-49ca626dc0fe,fc_street_6260,no_match,0.95,Perpendicular segments at different orientations - footway crossing street
7e25d9fc-74c6-4426-a157-593d3941e561,fc_street_2600,match,1.0,Nearly perfect geometric overlap and identical road characteristics
81313795-21ea-493f-9b5d-8bb13ba49aa6,fc_street_440,no_match,1.0,Two distinct parallel streets separated by ~40m with different names
81851490-6f6f-4838-b8be-9f6ec547f96e,fc_street_8530,no_match,0.9,Blue footway segment offset from red residential street - different physical features
824b32ae-39e4-48bd-9067-db17ee9bc82c,fc_street_8721,no_match,0.95,Perpendicular streets at intersection (Elm St vs N Shields St)
840309e7-ec24-40b7-93e2-5c9174f24210,fc_street_6167,no_match,0.95,Segments are spatially separated with no overlap - different locations on same named street
860de7bb-6000-4a81-9743-4d1430f710ff,fc_street_5296,match,0.85,Blue segment is subsegment of longer red segment on same road alignment with matching names
868129a2-d1ef-432e-99ab-12158f4a4847,fc_street_10729,match,0.95,Nearly perfect alignment with same name and road class; red segment slightly longer but clearly same physical road
86ffc2af-4507-4456-bc50-95f1f8d2bbb9,fc_street_10815,match,0.97,Nearly perfect alignment same road name and length
88087f60-b08a-45a4-a265-a34a7d7b8fab,fc_street_7562,match,0.95,Blue segment is subsegment of red on same E Horsetooth Rd with perfect overlap
8ab0dcd8-0a20-4523-9f2e-a8b620e812f2,fc_street_3137,no_match,0.95,Perpendicular footway crossing residential street - different roads
8bc3f97c-fe33-4574-981f-062fb8d708b4,fc_street_7607,match,0.9,Blue segment is subsegment of red segment on same road
8e966549-a0a8-40dd-b836-9b418426c031,fc_street_6916,match,0.95,Same road with near-identical geometry and perfect name match
913aca63-1afb-4328-8a86-2ce516686e7c,fc_street_8807,no_match,0.95,Perpendicular intersecting streets not same road segment
9153b91e-1d4f-4287-a3f0-0ed8bb0f61fc,fc_street_8801,no_match,0.9,Segments are laterally separated and have different orientations (64° heading difference)
91611b7f-9b07-4e13-b38f-bb0bdc5e2593,fc_street_2826,match,1.0,Segments perfectly overlap representing same residential road with matching names and geometry
971350b6-817c-43e2-935e-6856754f7ddb,fc_street_1544,no_match,0.95,Segments are spatially separated and oriented in different directions with no overlap
98e5745c-2270-453c-a89e-df0a0e67d4b0,fc_street_8182,no_match,0.9,Red segment perpendicular to blue footway - different roads crossing
9a763cdb-85dd-4d59-b74d-8c67bdf33bd8,fc_street_4165,match,0.99,Nearly perfect geometric alignment with identical names and road class
9aaf2428-3e22-470a-b310-76bae20ead4c,fc_street_2367,no_match,0.85,Adjacent segments on same street but no overlap - different road stretches
9e07d14e-a5dc-40b2-8871-89c5137d93ac,fc_street_1916,no_match,0.85,Short footway crosses or connects to residential street at sharp angle - different physical features
9f8d09e0-7df0-4c83-9abe-b6c11ea2897f,fc_street_5250,no_match,0.95,Spatially separated segments with no overlap despite same street name
a1ca6ce2-c869-4beb-a0c2-4247f73cce17,fc_street_3267,no_match,0.9,Segments are spatially separated with no overlap despite same street name
a4c10910-30d8-49f3-88b4-93864e7a2c80,fc_street_5327,no_match,0.95,Perpendicular segments with no overlap - blue is short vertical footway separated from horizontal primary street
a8f22aa7-36f6-4f83-a37a-c269c586c95c,fc_street_1674,no_match,0.95,Perpendicular streets at intersection not same road
aa4c37d2-3cbb-4867-9dfc-c064b7a8b6e3,fc_street_7831,no_match,0.95,Perpendicular segments with no overlap - different roads at intersection
aa781272-008e-41cf-b32b-bffe95ac8cef,fc_street_2773,no_match,0.95,Perpendicular segments at intersection - clearly different roads
aafd6ce7-5333-4f0c-ac9c-119efc92bbac,fc_street_2233,no_match,0.85,Segments on same road but spatially separated with no overlap
b25bdce8-2720-4bd7-b1be-eb0819ee5c16,fc_street_6995,no_match,0.95,Perpendicular segments - blue horizontal footway crosses red vertical primary road
b3f7f5bd-76fd-43b1-b00b-9abb756d0d92,fc_street_10693,match,0.95,Segments nearly perfectly overlap along entire curved path
b817cce0-4c93-4d2b-8e0e-e6fc6856b734,fc_street_6653,match,1.0,Blue and red segments perfectly overlap on same road with matching names and geometry
bcda1727-6e69-40d9-b377-90225c5180e4,fc_street_5628,no_match,0.85,Perpendicular crossing: footway intersects residential street at ~90 degrees
c0656b07-d975-44ec-b243-769c64b705df,fc_street_10987,no_match,0.95,Segments are spatially separated with no overlap; 455m apart
c49acb81-bc34-449f-94b7-8e0da40f120b,fc_street_8599,no_match,1.0,Segments are spatially separated with no overlap and different alignments
c4b07091-7707-4b8f-aab7-a8a2351b16e4,fc_street_8388,no_match,0.9,Consecutive non-overlapping segments on same road
c619724e-c006-4e40-889a-b3350738cef6,fc_street_7424,no_match,0.8,Parallel offset segments - likely sidewalk vs street
c6c3e198-1874-4918-abde-9ccff37b0ac8,fc_street_6315,no_match,0.95,Perpendicular streets intersecting at 90 degrees - different roads
c6e175f7-ce2e-43f8-936d-786458439515,fc_street_3648,no_match,0.85,Segments are adjacent sections of Eagle Drive but do not overlap the same physical segment
c74a1a1b-b548-4184-b37a-c49a2e8ac893,fc_street_8745,match,0.95,Red segment is subsegment of blue on same curved road with matching names
c942c2eb-705e-4827-969f-6a5402fb62b2,fc_street_5124,no_match,0.95,Completely separate segments with no spatial overlap
cbf80086-79ea-48a7-8eae-82ff0427dbd0,fc_street_1262,no_match,0.95,Segments are spatially separated with no overlap; blue is short service road while red is long curved residential street
cd6544fb-3cc7-4fe5-905f-26b667d67fb3,fc_street_4741,no_match,0.95,Perpendicular segments at intersection - different roads
cdcd3372-625b-4811-9627-1acf1fd509c4,fc_street_8722,no_match,0.95,Perpendicular intersecting streets not same road segment
ce43d142-4bdd-4c1e-8a6d-fdff47c13b73,fc_street_2848,match,0.98,Nearly perfect alignment along same north-south road with matching names and class
d24f8801-6b1d-4708-9200-32ba2856d917,fc_street_5230,no_match,0.9,Short footway perpendicular to residential street
d3439c47-2b8f-4c31-a8c8-53193cb798a7,fc_street_916,no_match,0.95,Short footway perpendicular to residential street
d70d701d-0300-496f-8eea-290ae5fc962e,fc_street_2537,no_match,0.95,Different perpendicular roads - short residential vs long primary road
d81bc264-dc11-4856-9ec9-c371d46cb4ac,fc_street_5456,match,0.95,Segments overlap on same linear service road path with near-perfect alignment
d94e0fa6-c677-437b-9fca-c7305634abaf,fc_street_8605,match,0.95,Blue segment is subsegment of red along same curved road
dba573d4-8d16-4521-94f9-e65a7141b8cd,fc_street_5047,match,1.0,Blue and red segments perfectly aligned on same road with matching names and geometry
dcf80d79-61d7-4ac0-ab4c-50bf7950f652,fc_street_9250,no_match,0.95,Segments are spatially separated and oriented differently - not the same road
de5ea85d-05dd-4175-a587-53aa32e256e4,fc_street_8614,match,0.95,Segments overlap on same curved road with matching names and nearly identical geometry
e4026290-1177-4b80-97f6-6cef038f0abf,fc_street_6016,no_match,1.0,Completely separate roads with no overlap or intersection
e477e4b2-48b1-48c4-a4a7-08dff0b0b357,fc_street_3776,match,0.95,Nearly perfect geometric overlap same service road alignment
e98a4109-3dde-4e1a-9792-07f5f0dc72f5,fc_street_3718,match,0.95,Segments nearly perfectly aligned along same east-west road with minimal offset
e9f7638c-38b6-483a-abcd-4b8ff7d69208,fc_street_9135,no_match,0.95,Perpendicular intersection of short footway with residential street - different roads
ef9512b0-17f2-466f-9c84-f9524c113d93,fc_street_1140,no_match,0.85,Blue footway segment perpendicular to red residential street with 76deg heading difference
efa3d18e-b887-4381-aba5-69b65bc026d4,fc_street_4370,no_match,0.95,Perpendicular roads forming intersection not same segment
f1273050-058d-4724-b018-2f4330ed65d2,fc_street_10467,match,0.6,Short footway segment overlaps with longer street segment - subsegment match
f2ae27a8-efa8-4ae9-8362-8e3dc4e87ca5,fc_street_5448,match,0.98,Segments overlap on same residential road with nearly identical geometry and names
f343b81f-820c-4c55-8e34-5f2cee61df88,fc_street_7777,no_match,0.95,Perpendicular intersection: blue is short service connector while red is main residential street
f428cd9b-2642-4346-bdf4-977fc87abd8f,fc_street_9140,no_match,0.9,spatially separated segments with no overlap despite same street name
f64c75ae-a3ee-45bb-958a-8043d0bda2ad,fc_street_2630,no_match,0.95,Perpendicular segments: short footway crosses long residential street
f679b8f8-ac6a-4553-b27f-ef19e411464d,fc_street_5328,no_match,0.95,Perpendicular roads at intersection - not same segment
fa40a6fe-9b9f-4bd4-b77f-56f1d96e2b7a,fc_street_4016,match,0.95,Near-perfect geometric overlap with matching street names and aligned geometry
fc84c566-3dda-4452-a18b-c650d0064406,fc_street_7428,match,0.85,Blue segment is subsegment of red segment on same road with identical name and alignment
fd921874-0c69-435a-9dd1-d85e2f9cf4b2,fc_street_10078,match,1.0,Nearly perfect geometric alignment and identical road attributes
fe45d45f-a02c-49f5-93ee-cfa961c750d2,fc_street_76,no_match,0.95,Segments are perpendicular (85° heading delta); blue footway crosses red street
febdd7dd-3a3f-46c7-916e-39159d582679,fc_street_2840,no_match,0.95,Different roads at different angles - likely intersecting streets not overlapping segments
ff8231d9-9ea9-4e44-8fe2-863ff0ae6e31,fc_street_7479,no_match,0.95,Perpendicular intersecting streets at different orientations
