gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,frechet_distance,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance_m,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,name_soundex,name_metaphone,start_endpoint_proximity_m,end_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_consistency,graphlet_similarity,endpoint_degree_similarity
c5a4278b-4986-46e5-9027-cc4492e76958,boston_streets_6063,match,Brad,2026-01-12 03:08:18.579372+00:00,6caa76cb,review,0.74539353,17.88548169,1.0,1.0,1.0,0.6,0.0,1.0,0.0,1.0,False,0.9755042065,0.9970797456,0.9755042065,0.9783612703,7.547378554000001,7.103419873,0.9996403944,1,0.5523057745,0.9972616942,7.103419873,7.2633028479999995,1.0,3,4,3,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,5,7.063173417000001,1.330228441e-06,0.9933333333,1.0
5a25e758-7fbd-4429-b386-7f01a74a78f8,boston_streets_6017,match,Brad,2026-01-12 03:08:20.035453+00:00,6caa76cb,review,0.744824637,32.4866756,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,1.0,0.9376693447,0.9376693447,0.9376693447,2.322370919,0.6667725881,0.9992387066,1,2.045702278,0.9895042592,0.6667725881,0.5010497328,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,1.5252192230000001,1.56366566e-05,0.8394444444,1.0
fbb2256a-af6b-4b09-9153-92738a5b30f7,boston_streets_98,match,Brad,2026-01-12 03:08:21.280840+00:00,6caa76cb,review,0.7445177299,19.64271449,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,1.0,0.5998470451,0.5998470451,0.5998470451,0.6232157135,0.2276397869,0.9994974067,1,0.8709064026,0.9955229954,0.2276397869,0.26395628649999997,1.0,3,3,4,3,0.9230769231,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,5,8.622375060000001,9.497207726e-05,0.8327777778,1.0
716cf336-fa1d-4a0e-ac2b-88518bddc97a,boston_streets_7794,match,Brad,2026-01-12 03:08:22.924675+00:00,6caa76cb,review,0.7427684549,13.31062136,1.0,1.0,1.0,0.6,0.0,1.0,0.0,1.0,False,0.9076799618,1.0,0.9076799618,0.9076799618,9.597079485,7.618248353,0.9988210165,1,4.361705508,0.9968149978,7.618248353,7.655231711,1.0,5,4,4,4,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,7.024021350000001,1.991167464e-05,0.9255555556,0.9
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,Brad,2026-01-12 03:23:31.013740+00:00,f173a06d,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
e3187acc-f755-4f2e-9832-7338adf9c057,boston_streets_8031,no_match,Brad,2026-01-12 03:23:45.808551+00:00,f173a06d,review,0.742355489,6.538148253,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,1.0,0.8977047397,0.8977047397,0.8977047397,3.3747344089999998,2.7868321419999997,0.9993883261,1,0.8388319229,0.9983408055,2.7868321419999997,2.795321769,1.0,3,3,1,1,0.5,0.0,0,1,0,1,0,0,0.5,0.5,10000.0,10000.0,0,4.536054129,1.314269818e-05,0.9366666667,0.8
2a0d7dbf-e642-4811-9b8c-ca758c30ad05,boston_streets_3142,match,Brad,2026-01-12 03:23:50.869267+00:00,f173a06d,review,0.7403314012,39.20437083,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,False,0.9926389551,0.9992209291,0.9926389551,0.9934128942,1.081816586,1.004440274,0.9997397078,1,0.02200816993,0.999935733,1.004440274,1.010063398,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,0.9865356372999999,3.451557328e-07,0.9933333333,1.0
825a9cf5-741e-485b-8f04-74acbbe023d6,boston_streets_8546,match,Brad,2026-01-12 03:23:59.241823+00:00,f173a06d,review,0.7400442512,32.92983616,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9976647648,0.9933254881,0.9933254881,0.9956505664,2.595508395,1.0918379710000001,0.9990292572,1,0.09580882121,0.9999926431,1.0918379710000001,1.530982088,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,1.161575255,8.341458904e-06,0.9966666667,1.0
b3da958f-19af-46d2-9df3-76439d4561b9,boston_streets_584,no_match,Brad,2026-01-12 03:24:40.662497+00:00,f173a06d,review,0.7389766625,9.984219454,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,1.0,0.8901631356,0.8901631356,0.8901631356,1.798466296,1.117829389,0.9993002498,1,0.85411864,0.9998948341,1.117829389,1.094939531,1.0,3,6,1,1,0.3636363636,0.0,0,1,0,1,0,0,0.5,0.5,10000.0,10000.0,0,4.21107191,3.277312527e-05,0.8422222222,0.8
bb02a84e-afce-47f0-b164-6a5f7fd44487,boston_streets_7215,match,brad,2026-01-12 03:48:13.491765+00:00,9f047095,review,0.7332991811,187.9243999,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.998203291,0.9987218551,0.998203291,0.9994807722,2.417142998,1.401792269,0.9994352536,1,0.3818524656,0.9987371186,1.401792269,1.810540769,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.548727397,8.552797463e-06,0.99,1.0
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,brad,2026-01-12 04:04:08.806900+00:00,536127ed,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,brad,2026-01-12 04:05:58.305722+00:00,2c976208,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
81a82e27-344f-421f-904a-d0ee0d3b197c,boston_streets_3595,match,brad,2026-01-12 04:06:09.533932+00:00,2c976208,review,0.722764936,64.83414584,1.0,1.0,1.0,0.6,0.0,1.0,0.0,1.0,False,0.8484220791,0.960226869,0.8484220791,0.8835641935,2.7235782939999997,1.9052965110000002,0.9988335875,1,1.015899051,0.9962836459,1.9052965110000002,1.672693426,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,2.260205194,1.235984126e-05,0.9605555556,1.0
1a111ac3-5d1c-4dd7-9df4-78e1d6eb78d4,boston_streets_9306,associated,brad,2026-01-12 04:06:13.433493+00:00,2c976208,review,0.7221550876,11.3016035,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,1.0,0.8233055438,0.8233055438,0.8233055438,2.41707782,1.149439603,0.9992543415,1,3.385192199,0.9878051529,1.149439603,0.1826286187,1.0,3,11,1,4,0.5263157895,0.0,0,1,0,1,1,1,0.5,0.5,10000.0,2.0944855794862782,3,3.8319680949999997,3.456769645e-05,0.7097619048,0.9
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,brad,2026-01-12 04:06:54.413236+00:00,db01ce47,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,brad,2026-01-12 04:08:25.483783+00:00,2d9c4c93,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
ae5b7a29-b28e-40d2-a5f8-26c02d9b988b,boston_streets_2672,match,brad,2026-01-12 04:08:44.343645+00:00,2d9c4c93,review,0.7219194018,13.79139949,0.2857142857,0.5198830409,0.2857142857,0.4,0.0,1.0,0.0,1.0,False,1.0,0.9916686486,0.9916686486,0.9916686486,3.9022412,3.347314107,0.9995712102,1,0.2411794168,0.9997774835,3.347314107,3.382940748,1.0,3,4,3,4,1.0,1.0,0,0,1,1,1,1,0.0,0.3448275862,0.0,0.0,5,3.4813112150000003,2.891162021e-06,0.995,1.0
47229b83-55ba-4329-bb44-c4ba1967c6ab,boston_streets_7933,match,brad,2026-01-12 04:08:52.147788+00:00,2d9c4c93,review,0.7216493379,16.10950162,0.1714285714,0.3373538012,0.1142857143,0.6,0.0,1.0,0.0,1.0,False,0.9495191094,0.9848362681,0.9495191094,0.9641390556,1.202888162,0.8568454743,0.9994869819,1,2.274541616,0.999344758,0.8568454743,0.6848865208,1.0,3,1,2,1,0.8571428571,0.3333333333,1,1,1,1,0,0,0.0,0.1111111111,0.0,10000.0,1,0.9700170134999999,1.637698129e-06,1.0,1.0
7d81b7ff-1ea4-4671-aee0-904a784dad60,boston_streets_10742,associated,brad,2026-01-12 04:08:56.406612+00:00,2d9c4c93,review,0.7213742344,6.81378149,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,0.9988395748,0.9532537639,0.9532537639,0.9543612287,3.952071459,3.924644728,0.999994785,1,0.002126097597,0.9999933977,3.924644728,3.949633962,1.0,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0,0.5,0.5,0.0,0.0,2,4.915891391,1.418393841e-05,0.9333333333,0.8
cdbc9a68-3298-494b-b5fc-88c1dfa08caa,boston_streets_4978,match,brad,2026-01-12 04:08:59.836725+00:00,2d9c4c93,review,0.7204425215,170.4893285,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9163777872,1.0,0.9163777872,0.9163777872,0.8368189058000001,0.4782752088,0.99889452,1,0.1053931267,0.9998404091,0.4782752088,0.1096526025,1.0,3,3,1,3,0.8,0.3333333333,0,1,0,1,1,1,1.0,1.0,10000.0,0.0,2,0.4654795979,1.488910602e-06,0.9716666667,1.0
a37b491e-cb37-4a26-9c8b-b9bca9293c2f,boston_streets_10067,match,brad,2026-01-12 04:13:16.138877+00:00,b0d4979d,review,0.749867413,30.11070144,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.9422624222,0.977817553,0.9422624222,0.9636382772,1.784793566,1.190895225,0.9988011712,1,1.009796364,0.9974212506,1.190895225,0.7489270403,1.0,3,6,3,5,0.9411764706,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,1.413542685,5.582452032e-06,0.9805555556,1.0
81e4a02d-6660-41de-9e62-4bd2b8787caf,boston_streets_8216,associated,brad,2026-01-12 04:13:21.341672+00:00,b0d4979d,review,0.59107884,13.95794149,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,False,1.0,0.758180902,0.758180902,0.758180902,8.183462938,7.668224444,0.9996116106,1,0.6344133864,0.9968191055,7.668224444,7.873638411999999,1.0,4,4,4,4,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0.0,0.0,6,10.388484570000001,2.054975673e-05,0.83,1.0
dd5873d0-1256-4252-9ea5-d4bbfc4f4f80,boston_streets_2273,no_match,brad,2026-01-12 04:13:46.437910+00:00,b0d4979d,review,0.5908303221,59.25678483,1.0,1.0,1.0,0.6,0.0,1.0,0.0,1.0,False,0.8712785208,0.9275313885,0.8712785208,0.9393520603,10.747231880000001,8.428803264,0.9993780371,1,6.342028208,0.9910200497,8.428803264,9.482482790999999,1.0,3,4,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,9.35223026,1.413442853e-05,0.9011111111,1.0
411bd3a0-d08f-4f33-8d79-dd3ac2a1fa0f,boston_streets_9469,match,brad,2026-01-12 04:13:51.476543+00:00,b0d4979d,review,0.5907871148,24.41184064,0.6428571429,0.8625,0.6428571429,0.8,0.0,1.0,0.0,1.0,False,0.1158862046,0.156096489,0.1158862046,0.7424010966,2.1340242529999998,1.84453701,0.9998934495,1,11.37713311,0.995158618,1.84453701,1.851788263,1.0,4,4,1,2,0.5454545455,0.0,0,1,0,1,0,0,1.0,0.8,10000.0,0.0,1,7.99765062,5.580850006e-05,0.775,0.8
3d25ab3a-09b2-4d56-8e41-e88f3ffc02f3,boston_streets_9069,associated,brad,2026-01-12 04:13:55.239529+00:00,b0d4979d,review,0.5907162703,12.84411902,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,False,0.9105249793,0.7813061062,0.7813061062,0.8580831102,9.681655746,6.895733142,0.9995158156,1,9.992411394,0.9295489282,6.895733142,6.833641816,1.0,4,3,4,4,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,0.0,0.0,6,7.976776191,1.859470857e-05,0.75,1.0
4d059def-e85a-4d9f-b6d8-68f7d2797ab7,boston_streets_590,no_match,brad,2026-01-12 04:14:03.830884+00:00,b0d4979d,review,0.5898493839,25.97142648,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.03332639398,0.04877611835,0.03332639398,0.6832522781,0.5024048687,0.3364706367,0.9991918055,1,21.30136294,0.9607417628,0.3364706367,0.3987539436,1.0,3,3,3,2,0.9090909091,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,3,8.558445117,6.829611668e-05,0.9016666667,1.0
67a1e96d-62c4-423c-a1ba-ebed62e893a1,boston_streets_4644,associated,brad,2026-01-12 04:14:06.771746+00:00,b0d4979d,review,0.5890209203,19.70299641,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,1.0,0.7728719923,0.7728719923,0.7728719923,6.795101974,6.272589967,0.9996856017,1,0.3943424805,0.9979427939,6.272589967,6.404307318000001,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0.0,0.0,4,13.60430417,6.708713054e-05,0.9883333333,1.0
0e16294c-c81d-4e45-a74b-fcf809b5649a,boston_streets_6110,associated,brad,2026-01-12 04:14:12.180044+00:00,b0d4979d,review,0.5888822797,121.7595709,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,False,0.9713997519,0.8857823004,0.8857823004,0.9118617734,5.635349678,4.19471304,0.999005016,1,1.638886808,0.9954033391,4.19471304,4.222942688,1.0,5,3,4,3,0.9333333333,0.3333333333,0,0,1,1,1,1,0.5,0.5,0.0,0.0,5,6.699798605,4.494347004e-05,0.91,1.0
261ebab5-7bae-461c-bf6b-6198b79215ea,boston_streets_176,match,brad,2026-01-12 04:14:18.470216+00:00,b0d4979d,review,0.5887171256,100.8504905,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.7712368907,0.566980894,0.566980894,0.7351579013,1.364433244,0.7461385575,0.9989844815,1,1.642369167,0.9946258229,0.7461385575,0.32599950580000003,1.0,6,3,4,4,0.8235294118,0.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,6,15.18395329,0.000204081662,0.9388888889,0.8
8011068c-a29f-4191-a074-1c8f1d706f8a,boston_streets_4551,match,brad,2026-01-12 04:14:20.890107+00:00,b0d4979d,review,0.5872234893,68.97560637,1.0,1.0,1.0,0.8,0.0,1.0,0.0,1.0,False,0.983621267,0.4511388293,0.4511388293,0.4586509508,1.18514124,0.8907346230000001,0.9993897673,1,0.6927838092,0.9993841117,0.8907346230000001,0.8286011979,1.0,5,5,3,3,0.75,0.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,15.7424406,0.000191114579,0.8533333333,0.8
68dfedd7-12c0-43ce-9ee8-e99af22b33fc,boston_streets_5626,unsure,brad,2026-01-12 04:21:56.347572+00:00,b0d4979d,review,0.5871846435,22.92523339,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.6224928474,0.9131947458,0.6224928474,0.6816649464,13.26113917,12.70286763,0.9988976054,1,2.049508284,0.9998219145,12.70286763,12.60658054,1.0,4,3,4,3,1.0,1.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,5,12.80852392,7.964329828e-06,0.9116666667,1.0
02d2b67a-3d89-4b6d-ab56-8bec360f6edd,boston_streets_6034,unsure,brad,2026-01-12 04:21:56.539682+00:00,b0d4979d,review,0.5870449913,31.24129738,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,False,1.0,0.8468318557,0.8468318557,0.8468318557,6.362987206,6.068466851,0.9994590274,1,0.3052625332,0.9986902072,6.068466851,6.158965801,1.0,4,3,3,4,1.0,1.0,0,0,1,1,1,1,0.5,0.5,0.0,0.0,5,6.602842471,8.182578432e-06,0.8933333333,1.0
7880b3fd-23df-400f-a11d-02646dc47f94,boston_streets_3290,unsure,brad,2026-01-12 04:21:56.730433+00:00,b0d4979d,review,0.586893964,15.27351272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,1.0,0.8079593649,0.8079593649,0.8079593649,8.848180960999999,8.055878187,0.9990668021,1,1.412512182,0.9964422574,8.055878187,8.025873444,1.0,4,4,4,2,0.8571428571,0.3333333333,0,0,1,1,1,1,0.5,0.5,0.0,0.0,4,10.16405808,2.212997554e-05,0.9666666667,1.0
c67b5ede-fcb3-4db3-9e21-e371115f8c6f,boston_streets_20,unsure,brad,2026-01-12 04:21:57.055065+00:00,b0d4979d,review,0.5864873048,72.74828987,1.0,1.0,1.0,0.8,0.0,1.0,0.0,1.0,False,1.0,0.469120448,0.469120448,0.469120448,1.690390489,1.5793337580000002,0.9996187206,1,0.2911943798,0.9997156349,1.5793337580000002,1.610488091,1.0,4,4,2,3,0.7692307692,0.0,0,0,1,1,1,1,1.0,1.0,0.0,0.0,3,16.78572719,0.000187928727,0.86,0.9
4e21199d-7809-4376-903c-4fc8d5f0416b,boston_streets_10091,unsure,brad,2026-01-12 04:21:57.220285+00:00,b0d4979d,review,0.5863843991,20.82716047,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False,0.4665127994,1.0,0.4665127994,0.4665127994,6.173790964,5.956951629,0.9991659862,1,0.3227908041,0.9955976848,5.956951629,6.117763807999999,1.0,1,4,4,3,0.8333333333,0.3333333333,1,0,0,1,1,1,0.5,0.5,0.0,0.0,5,5.874634263,4.004548915e-07,0.8916666667,0.8
c770fdd7-146b-42b3-8d22-5228e7b0540b,boston_streets_7416,unsure,brad,2026-01-12 04:21:57.364148+00:00,b0d4979d,review,0.5863034381,57.19498695,1.0,1.0,1.0,0.6,0.0,1.0,0.0,1.0,False,0.9948656705,0.4464990755,0.4464990755,0.4488033799,2.646125323,2.233011572,0.99889204,1,2.490445585,0.9884992192,2.233011572,2.2801353779999998,1.0,4,3,3,3,0.9230769231,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,12.310941060000001,0.0001344285194,0.84,0.9
02511dc2-14d2-4a32-b85d-4a23cfac1908,boston_streets_9823,unsure,brad,2026-01-12 04:21:57.520239+00:00,b0d4979d,review,0.5862101755,279.0823875,1.0,1.0,1.0,0.4,0.0,1.0,0.0,1.0,False,0.8065112665,0.9942874375,0.8065112665,0.8111449829,1.030598618,0.3707429913,0.9992974426,1,0.2171275311,0.998742342,0.3707429913,0.1739645657,1.0,4,4,4,2,0.8571428571,0.3333333333,0,0,1,1,1,1,1.0,1.0,0.0,0.0,4,0.7509978164,5.109548854e-06,0.97,1.0
7a18513b-b9cc-4f93-bd44-b9a37b3caaf0,boston_streets_4118,unsure,brad,2026-01-12 04:21:57.670441+00:00,b0d4979d,review,0.5858522051,25.03626679,0.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,False,0.4257536806,0.3258979205,0.3258979205,0.7654611934,4.000055572,3.869216895,0.9992622881,1,1.061041164,0.9950195745,3.869216895,3.939219026,1.0,4,4,2,2,0.6666666667,0.0,0,0,1,1,0,0,0.5,0.5,0.0,0.0,2,8.13979905,4.761413848e-05,0.94,0.8
