gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,ref_data_version,target_data_version,feature_version,hausdorff_distance_m,mean_hausdorff_distance_m,hausdorff_p95_m,buffer_iou_5m,buffer_iou_15m,heading_delta,length_ratio,centroid_distance_m,collinear_gap_ratio,name_levenshtein,name_jaro_winkler,name_token_sort,name_soundex,name_metaphone,has_name_ref,has_name_target,name_is_generic,class_similarity,min_endpoint_proximity_m,max_endpoint_proximity_m,shared_endpoint_count,lateral_offset_m,lateral_offset_iqr_m,lateral_offset_p95_m,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match,ref_coverage,target_coverage,min_coverage,coverage_ratio,graphlet_similarity,endpoint_degree_similarity,sinuosity_ref,sinuosity_target,sinuosity_delta,heading_consistency_ref,heading_consistency_target,heading_consistency_delta,vertex_density_ref,vertex_density_target,vertex_density_ratio,min_length_m,shape_complexity_ref,shape_complexity_target,shape_complexity_delta,name_numeric_match,has_parallel_sibling_ref,offset_vs_half_corridor_ratio,offset_over_expected_halfwidth,likely_representation_mismatch
855015fe-e5cc-4288-b2d4-28148259f6f7,sp_road_4972,unsure,brad,2026-01-25T01:12:31.555578+00:00,6c949023,review,0.7499005198,0.1872928264,0.9791188132,0,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.343119453,2.864824839,5.339320934,0.5430452204,0.8061723631,18.28896672,1,2.796170027,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,1.11011355,6,2.766162427,2.580357765,5.086103898,3,3,4,4,0.8571428571,0,0,0,1,1,1,1,0.7918259868,1,0.7918259868,0.7918259868,0.89,0.9,1.000001522,1,1.522486219e-06,1,1,0,0.1824816652,0.1216544435,0.6666666667,16.4400078,0,0,0,0.5,0,0.4997233837,0.737643117,0
f831a7c1-277e-4192-b0ec-fbae4c5367c6,sp_road_3380,match,brad,2026-01-25T01:12:39.835986+00:00,6c949023,review,0.7498943806,0.9219954085,0.9952217942,0,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,2.713332446,2.528357144,2.681579553,0.5599394721,0.8191530522,0.7628717132,1,2.599234928,1,0.8358208955,0.8105006105,0.8358208955,0,0.8837209302,1,1,0,1,0,0,3,2.55666291,0.1478401653,2.690452283,2,3,2,3,1,1,0,0,1,1,1,1,0.07322638574,1,0.07322638574,0.07322638574,0.9933333333,1,1.000930329,1,0.000930328892,1,1,0,0.2760959353,0.1840639569,0.6666666667,10.86578836,0,0,0,0.5,1,0.4106130551,0.3408883425,1
4af4b831-385d-4381-95ce-5bbe41a26a2f,sp_road_107444,match,brad,2026-01-25T01:12:53.558324+00:00,6c949023,review,0.749874413,0,0.6103695556,0.2940433458,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,6.367572943,5.129022763,6.281830324,0.2982643647,0.6865495725,3.469351482,1,5.352051459,1,0.375,0.6291005291,0.3333333333,0,0.5,1,1,0,0.4,0.2040741943,1.122410195,4,5.253354006,1.472026159,6.2238575,3,3,3,3,1,1,0,0,1,1,1,1,0.6103695556,0.7059566542,0.6103695556,0.864599196,0.9588888889,1,1.001588756,1,0.001588755752,0.9634108533,1,0.0365891467,0.09330224165,0.04665112082,0.5,42.87142441,0,0,0,0.5,0,0.4994746645,0.9551551001,0
7b931ec0-d5c3-420e-92bb-e69beec6d25e,sp_road_35622,no_match,brad,2026-01-25T01:12:55.453792+00:00,6c949023,review,0.7498694658,0,0.3924497938,0,0.4484281021,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,3.30556408,2.105052618,3.298672258,0.626106666,0.837298185,42.91761153,1,0.7679324937,1,0.2702702703,0.4722222222,0.2702702703,0,0.1818181818,1,1,0,1,0,0,4,1.808137144,1.369085493,3.11407218,4,4,3,3,0.8571428571,0,0,0,1,1,1,1,0.3924497938,0.4484281021,0.3924497938,0.875167707,0.9388888889,0.9,1.005917555,1.000248102,0.005669452538,1,1,0,0.5501642286,0.4126231714,0.75,7.270556303,1,0,1,0.5,1,0.3535112885,0.5166104648,0
7b931ec0-d5c3-420e-92bb-e69beec6d25e,sp_road_160575,no_match,brad,2026-01-25T01:12:59.665144+00:00,6c949023,review,0.7498694658,0,0.3924497938,0,0.4484281021,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,3.30556408,2.105052618,3.298672258,0.626106666,0.837298185,42.91761153,1,0.7679324937,1,0.2702702703,0.4722222222,0.2702702703,0,0.1818181818,1,1,0,1,0,0,4,1.808137144,1.369085493,3.11407218,4,4,3,3,0.8571428571,0,0,0,1,1,1,1,0.3924497938,0.4484281021,0.3924497938,0.875167707,0.9388888889,0.9,1.005917555,1.000248102,0.005669452538,1,1,0,0.5501642286,0.4126231714,0.75,7.270556303,1,0,1,0.5,1,0.3535112885,0.5166104648,0
d46d57d9-8cea-420f-95b2-47e229830699,sp_road_122389,no_match,brad,2026-01-25T01:13:03.451028+00:00,6c949023,review,0.7498487234,0,0.05520507412,0.8803643783,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,2.46180714,1.815422538,2.445091628,0.6784661819,0.8742279915,81.22115927,1,0.7827560357,1,0.3333333333,0.5574242424,0.2777777778,1,0.3333333333,1,1,0,1,0,0,2,1.388597645,0.9077112685,2.243380825,3,3,3,3,1,1,0,0,1,1,1,1,0.05520507412,0.1196356217,0.05520507412,0.461443451,1,1,1,1,0,1,1,0,0.5443828041,0.5443828041,1,3.673885334,0,0,0,0.5,0,0.4096892914,0.3967420709,1
54eaf979-38d0-4971-9d47-2a696332c136,sp_road_35107,match,brad,2026-01-25T01:13:14.233265+00:00,6c949023,review,0.7498320341,0.009549535184,0.5357552584,0,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.366593918,3.781627794,5.363768435,0.4350022043,0.7572747695,9.551290465,1,3.829177405,1,0.76,0.8177777778,0.76,0,0.875,1,1,0,0.8,0,0,4,3.721779572,1.684347599,5.214293511,3,3,3,3,1,1,0,0,1,1,1,1,0.5262057232,1,0.5262057232,0.5262057232,1,1,1,1.002014302,0.002014302279,1,0.9502973185,0.04970268145,0.0899136711,0.1798273422,0.5,22.24355847,0,0,0,0.5,1,0.3607807622,0.7089102596,1
f2944660-1f2b-4cad-8515-fc10b3bf7109,sp_road_212921,match,brad,2026-01-25T01:13:40.876980+00:00,6c949023,review,0.7498232126,0,0.3057964551,0.897064899,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.337955195,2.993330193,5.327322495,0.5096520423,0.7883731487,24.66205749,1,3.022545398,1,0.8,0.75,0.6666666667,0,0.8181818182,1,1,0,1,0,0,2,2.941595498,2.334191422,5.048671123,3,3,3,3,1,1,0,0,1,1,1,1,0.3057964551,0.102935101,0.102935101,0.3366131272,0.9211111111,1,1.000000008,1,7.831611359e-09,1,1,0,0.2651214401,0.1767476267,0.6666666667,11.31556919,0,0,0,0.5,0,0.4997058404,0.6192831323,0
474cd2d3-9973-4c45-b7c3-b7cb87d20a43,sp_road_60062,no_match,brad,2026-01-25T01:13:48.761469+00:00,6c949023,review,0.7498176694,0,0.9297137685,0,0.4064835478,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,11.92252119,4.907810578,11.2708159,0.3642563647,0.6497431038,33.33720226,1,4.141860167,1,0.7647058824,0.7324386724,0.7647058824,1,0.9268292683,1,1,0,1,0,0,2,4.586969894,4.964367549,9.63694989,3,3,3,3,1,1,0,0,1,1,1,1,0.9297137685,0.4064835478,0.4064835478,0.4372136474,0.9916666667,1,1.041546873,1.014266906,0.02727996724,0.6728552492,0.8613076369,0.1884523877,0.1994096286,0.1595277028,0.8,25.07401491,3,2,1,0.5,0,0.499541303,0.9656776692,0
6f852afc-584b-4bfd-8793-53ffdb84ffc2,sp_road_4148,no_match,brad,2026-01-25T01:14:06.699052+00:00,6c949023,review,0.7497811317,0.0189331957,0.2991806824,0.1935483871,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,16.49824592,6.326155875,7.48137282,0.216134729,0.6512391677,4.236508585,1,8.062610336,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,inf,inf,0,6.891464474,0.9792285461,10.93773408,2,4,0,0,0,0,0,0,1,1,0,0,0.2802474867,0.8064516129,0.2802474867,0.3475068835,0.9283333333,0.7,2.881475503,4.40328906,1.521813557,0.8146314036,0.8026597179,0.01197168573,0.1001763756,0.2289745727,0.4375,139.753509,8,11,3,0.5,1,0.1403058175,1.57519152,1
7b7f94e5-ec09-4968-81da-1c73b60da90b,sp_road_6437,match,brad,2026-01-25T01:14:09.140868+00:00,6c949023,review,0.7497727275,0,0.07545855234,0,0.2051095305,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,1.226279552,0.756496998,1.226162664,0.8540121516,0.943334849,16.72982427,1,0.4744477674,1,0.875,0.9056302521,0.875,1,1,1,1,0,0.8,0,0,2,0.6609255168,0.469782554,1.150629852,3,3,3,3,1,1,0,0,1,1,1,1,0.07545855234,0.2051095305,0.07545855234,0.3678939354,1,1,1,1,0,1,1,0,0.3805157967,0.3805157968,1,5.256023579,0,0,0,0.5,0,0.4999339074,0.1258905506,0
6b7cbf46-c70f-422b-8525-6704dcebaa25,sp_road_222068,match,brad,2026-01-25T01:14:19.338658+00:00,6c949023,review,0.7497437596,0.01570426592,0.1553194692,0,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,13.22414606,6.177872333,12.46960385,0.2821038302,0.6615072161,4.772518317,1,5.486236052,1,0.3404255319,0.564040404,0.3404255319,0,0.3333333333,1,1,0,0.6,inf,inf,0,5.72184087,2.360700524,10.69599307,3,3,3,3,1,1,0,0,1,1,1,1,0.1396152033,1,0.1396152033,0.1396152033,0.9966666667,1,1.005992198,1.01335013,0.007357931758,0.9876977463,0.9685842668,0.0191134795,0.03443196767,0.06886393534,0.5,203.2994474,0,2,2,0.5,1,0.2293762223,0.5322642175,0
831116d5-d7d2-4452-86b7-3af59b49a37e,sp_road_183467,match,brad,2026-01-25T01:14:24.812641+00:00,6c949023,review,0.7496701479,0,0.6485788232,0,0.05681013198,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,0.1659891475,0.1622476137,0.1659864554,0.9686275773,0.9877492166,3.943615478,1,0.003743866584,1,0.7407407407,0.8439393939,0.7407407407,0,0.8235294118,1,1,0,1,0,0,2,0.1094062713,0.08112380683,0.1652264829,3,3,3,3,1,1,0,0,1,1,1,1,0.6485788232,0.05681013198,0.05681013198,0.08759171583,0.9933333333,1,1,1,0,1,1,0,0.4238875396,0.4238875396,1,4.718232581,0,0,0,0.5,1,0.4803573252,0.02303289437,0
3781bd9c-8590-4bf4-b7ab-d3f7c5e2d069,sp_road_145422,match,brad,2026-01-25T01:14:30.178454+00:00,6c949023,review,0.749648571,0,1,0.007606082895,0.9078516695,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.824235804,2.97402404,5.797767567,0.5622846557,0.7833019022,23.24609946,1,1.298887262,1,0.2857142857,0.5145903479,0.3265306122,0,0.4117647059,1,1,0,1,0,0,4,2.881900387,2.486800156,5.43889521,3,3,3,3,1,1,0,0,1,1,1,1,1,0.9002455866,0.9002455866,0.9002455866,0.9933333333,1,1,1.009514708,0.009514707658,1,1,0,0.1003099755,0.200619951,0.5,19.93819648,0,0,0,0.5,1,0.1498788889,0.8233998752,1
b8ebf56f-d139-4764-952f-93f494062212,sp_road_116322,match,brad,2026-01-25T01:14:32.460282+00:00,6c949023,review,0.7496389151,0,1,0.1490522812,0.827548923,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,7.03538567,5.596720925,6.982217164,0.2636232796,0.6666958263,0.5583834859,1,5.815369155,1,0.4,0.5153508772,0.4,0,0.4545454545,1,1,0,0.8,0,0,4,5.679806431,1.048295382,6.702454134,3,3,3,3,1,1,0,0,1,1,1,1,1,0.6784966418,0.6784966418,0.6784966418,0.99,1,1.001429636,1.011426147,0.009996510315,0.9461885552,0.8693733475,0.07681520765,0.1025878447,0.07694088354,0.75,38.99097413,0,1,1,0.5,1,0.2040794235,1.081867685,1
b64fe0e9-55ac-4b03-9d8e-5d0e5f26f4f7,sp_road_173530,match,brad,2026-01-25T01:14:39.722753+00:00,6c949023,review,0.7496379614,0.5072435235,1,0.9556313921,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,6.25134779,3.265364874,6.25090863,0.4902607386,0.7836966951,10.12529683,1,3.335706775,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.9,0,0,2,3.304666038,3.021349682,5.96625126,3,3,3,3,1,1,0,0,1,1,1,1,0.4927564765,0.04436860788,0.04436860788,0.09004165342,0.9211111111,1,1,1.0000651,6.509974063e-05,1,0.9854996142,0.01450038577,0.05817553639,0.08726330458,0.6666666667,34.37871181,0,0,0,0.5,0,0.3464114625,0.2360475573,1
2cdf7676-bb28-474b-8944-e69b46b66f6d,sp_road_97625,no_match,brad,2026-01-25T01:14:54.710776+00:00,6c949023,review,0.7496294975,0.009566639267,0.1663865122,0,0.4838709677,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,0.8510554835,0.4662858548,0.8510388658,0.914279032,0.9696534199,0.1892876912,1,0.3907639039,1,0.5161290323,0.6079124579,0.4516129032,0,0.6666666667,1,1,0,0.7,2.205013759,3.318547646,9,0.4421013373,0.5279311648,0.8216982907,4,4,7,3,0.7777777778,0,0,0,1,1,1,1,0.1568198729,0.4838709677,0.1568198729,0.324094404,0.8746825397,0.8,1.00004577,1.000005007,4.076302151e-05,0.9984490431,0.9994641047,0.001015061593,0.02454865827,0.01963892661,0.8,203.6771194,0,0,0,0.5,0,0.4999557898,0.1607640642,0
505e58bd-c1e7-44ec-9e9b-afcedf4caf16,sp_road_84233,unsure,brad,2026-01-25T01:15:17.237886+00:00,6c949023,review,0.7496159077,0,0.9644177043,0,0.2421779092,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.311952229,2.505866931,5.21524424,0.5634672095,0.7875139337,37.14931064,1,1.299319004,1,0.32,0.5468975469,0.32,0,0.2666666667,1,1,0,0.8,0,0,2,2.416298973,2.094086241,4.591291131,3,3,3,3,1,1,0,0,1,1,1,1,0.9644177043,0.2421779092,0.2421779092,0.2511130895,0.9227777778,1,1.047463499,1,0.04746349851,1,1,0,0.334380228,0.167190114,0.5,11.96242979,1,0,1,0.5,0,0.4997583701,0.3647243182,0
d221882e-50a2-42d9-9acc-9a6f01b21532,sp_road_202486,match,brad,2026-01-25T01:15:38.059873+00:00,6c949023,review,0.7495746017,0,0.4258558576,0,0.665472994,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,2.546497971,2.308521209,2.515496045,0.5979536037,0.8369131432,1.300945964,1,2.348015958,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.5,0,inf,2,2.287453937,0.1737632204,2.420247716,3,3,1,3,0.8,0.3333333333,0,1,0,1,1,1,0.4258558576,0.665472994,0.4258558576,0.6399295862,0.8244444444,0.9,1.001017746,1.000120769,0.000896977106,1,1,0,0.2612663151,0.1959497363,0.75,15.31004867,0,0,0,0.5,0,0.4997712546,0.6099875538,0
80f06591-c701-4973-877e-5acd6cb87d13,sp_road_139453,match,brad,2026-01-25T01:15:51.621802+00:00,6c949023,review,0.7495737672,0.2971171858,1,0,0.1371905165,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,6.670251616,5.248524466,6.667126021,0.4444324569,0.7164412361,32.01662791,1,1.46873051,1,0.6829268293,0.7457142857,0.5365853659,1,0.8571428571,1,1,0,1,0,0,2,3.972925361,2.624262233,6.385906186,3,3,3,3,1,1,0,0,1,1,1,1,0.7028828142,0.1371905165,0.1371905165,0.1951826303,0.9555555556,1,1,1,0,1,1,0,0.1010122671,0.1010122671,1,19.79957541,0,0,0,0.5,0,0.4996027074,1.135121207,0
0ee06d4e-9fe6-4804-8de6-4705a392bcaf,sp_road_35420,match,brad,2026-01-25T01:16:00.425541+00:00,6c949023,review,0.7495410442,0,0.4605117866,0,0.9332661505,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,5.468519758,3.469260917,5.447458052,0.4850135174,0.7816065223,24.75786358,1,3.403640394,1,0.8461538462,0.9107142857,0.8461538462,1,1,1,1,0,1,0,0,5,3.148143375,2.43671726,5.259750295,3,3,3,3,1,1,0,0,1,1,1,1,0.4605117866,0.9332661505,0.4605117866,0.4934410043,0.9227777778,1,1.008555921,1.000252576,0.00830334521,1,1,0,0.261559531,0.261559531,1,11.46966424,1,0,1,0.5,1,0.09597746807,0.419752394,0
5d9bcb36-3f5a-467b-b828-b4b21ae3dc12,sp_road_192674,match,brad,2026-01-25T01:16:08.074167+00:00,6c949023,review,0.7494401336,0.9036978114,1,0.9750773246,1,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,4.378777689,3.206118892,4.331916768,0.4630940828,0.7369446135,4.213508772,0.9999999999,4.214726864,1,0.8787878788,0.8319975148,0.8787878788,0,0.9230769231,1,1,0,0.8,0,0,2,2.907332895,1.178787828,4.173101816,3,3,3,3,1,1,0,0,1,1,1,1,0.09630218857,0.02492267544,0.02492267544,0.2587965633,0.9966666667,1,1,1,0,1,1,0,0.2442460076,0.2442460076,0.9999999999,8.188465472,0,0,0,0.5,0,0.4997092667,0.3322665786,0
a955d2bf-c869-4cdf-b363-24e3826413b4,sp_road_160801,match,brad,2026-01-25T01:16:14.706882+00:00,6c949023,review,0.7494398952,0.6157287122,1,0,0.9806136603,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,9.89473534,4.391307612,9.708590358,0.3567748512,0.6917778432,23.8570389,1,4.759670891,1,0.9285714286,0.8215384615,0.9285714286,1,1,1,1,0,1,0,0,5,4.594923607,4.976699651,8.775211837,4,4,3,4,0.9333333333,0.3333333333,0,0,1,1,1,1,0.3842712878,0.9806136603,0.3842712878,0.3918681774,0.9488888889,0.95,1.015593273,1.016527823,0.0009345491359,0.8025858661,0.785730897,0.01685496915,0.1589135117,0.1191851338,0.75,25.17092447,2,1,1,0.5,1,0.03522916542,1.312834941,0
d8972b42-ce08-45b1-a979-6846027a7a73,sp_road_110353,no_match,brad,2026-01-25T01:16:21.648292+00:00,6c949023,review,0.7494115233,0,0.3688686124,0,0.678171432,True,1769266318173203254_90723453,1769305206392415703_39198593,2026-02-01,4.015834392,3.48425181,4.011094561,0.4596351508,0.7665445534,0.6989744454,1,3.545458582,1,0.5,0.5,0.5,0.5,0.5,0,1,0,0.1,0,0,5,3.537672,0.4751271576,3.949362354,1,3,4,3,0.7272727273,0.3333333333,1,0,0,1,1,1,0.3688686124,0.678171432,0.3688686124,0.5439164716,0.9616666667,0.85,1.011793784,1,0.01179378374,0.9850939308,1,0.01490606913,0.1000452171,0.05002260853,0.5,39.98192135,1,0,1,0.5,1,0.35448819,0.808610558,1
