gers_id,target_id,label,labeler,labeled_at,session_id,original_decision,original_confidence,ref_start_pct,ref_end_pct,target_start_pct,target_end_pct,is_subsegment,name_levenshtein,name_jaro_winkler,name_token_sort,class_similarity,perpendicular_offset,offset_consistency,parallel_alignment,side_of_street,ref_coverage,target_coverage,min_coverage,coverage_ratio,hausdorff_distance_m,mean_hausdorff_distance_m,buffer_iou,overlap_ratio,heading_delta,length_ratio,projection_distance_m,centroid_distance_m,collinear_gap_ratio,from_degree_ref,to_degree_ref,from_degree_target,to_degree_target,degree_match_score,degree_signature_similarity,is_dead_end_ref,is_dead_end_target,dead_end_match,is_intersection_ref,is_intersection_target,intersection_match
5d73e738-6f42-4521-b2f3-e65a8eb59685,boston_sidewalk_74134,no_match,brad,2026-01-14 04:39:18.022326+00:00,00b607d3,no_match,0.4995653887,1.0,1.0,1.0,1.0,True,0,0,0,0.9,1.081483527,0.0433030373,0.9842519065,right,0.02517292897,0.09273969869,0.02517292897,0.2714363895,1.990270664,1.786632446,0.9988736767,1,2.095448581,0.9610959084,1.786632446,1.976044796,0.0,2,5,4,4,0.8,0.0,0,0,1,1,1,1
10297911-dcd0-4af2-9887-14cf1949d60c,boston_sidewalk_74135,no_match,brad,2026-01-14 04:39:20.475155+00:00,00b607d3,no_match,0.4994969149,0.27,0.73,0.0,1.0,True,0,0,0,0.6,0.5459786345,0.082223916,0.9943889171,right,0.4526879144,1.0,0.4526879144,0.4526879144,10.24185236,9.634567865,0.9998298045,1,0.5469626589,0.9839126299,9.634567865,10.14909708,1.0,7,4,7,7,0.88,0.3333333333,0,0,1,1,1,1
3f4afbac-5224-42be-a24f-514a91d6c0d4,boston_sidewalk_22809,no_match,brad,2026-01-14 04:39:22.775526+00:00,00b607d3,no_match,0.4994762071,1.0,1.0,1.0,1.0,True,0,0,0,0.85,2.962341004,0.4435218298,0.9342810341,left,0.027332885,0.07182815564,0.027332885,0.380531628,2.2446318919999997,2.069397146,0.9997902278,1,5.881366964,0.993262551,2.069397146,2.217336944,0.0,4,5,3,4,0.875,0.3333333333,0,0,1,1,1,1
eb5ea701-7859-42a3-9fd3-2847543ea2bf,boston_sidewalk_103206,no_match,brad,2026-01-14 04:39:24.206152+00:00,00b607d3,no_match,0.499468565,0.0,0.0,1.0,1.0,True,0,0,0,0.85,3.634890404,3.024120865,0.9783437524,right,0.02865943868,0.06403867137,0.02865943868,0.4475333118,4.3108829559999995,3.9654458000000004,0.9989256598,1,8.998012697,0.9856095173,3.9654458000000004,4.2899259359999995,0.0,4,2,3,5,0.8571428571,0.0,0,0,1,1,1,1
16c27c80-7650-4534-b22b-c924be7b420e,boston_sidewalk_1672,no_match,brad,2026-01-14 04:39:26.727941+00:00,00b607d3,no_match,0.4994541598,0.74,1.0,0.0,0.38,True,0,0,0,0.8,10.54422308,0.4840351707,0.9655149391,right,0.1719173973,0.3251471865,0.1719173973,0.5287371517,6.958844870000001,5.950952978,0.9990970424,1,18.27956304,0.9113292109,5.950952978,6.228944338000001,1.0,3,4,5,5,0.8235294118,0.0,0,0,1,1,1,1
2b708efa-c340-4546-868f-9bf2fcd1d8ea,boston_sidewalk_103393,match,brad,2026-01-14 04:40:00.116344+00:00,00b607d3,no_match,0.4994347634,0.54,1.0,0.2,0.99,True,0,0,0,1.0,5.130121735,0.2310337574,0.9823272039,right,0.5424276255,0.9914551462,0.5424276255,0.5471025366,2.487412615,0.8133072758,0.9990619994,1,0.1101999639,0.9601646881,0.8133072758,1.244880969,1.0,3,5,7,6,0.7619047619,0.0,0,0,1,1,1,1
0db83c7f-eb53-4270-8ee5-784300f51c84,boston_sidewalk_22340,no_match,brad,2026-01-14 04:40:02.424127+00:00,00b607d3,no_match,0.4993817271,0.56,0.99,0.06,1.0,True,0,0,0,1.0,5.642960859,0.4532086344,0.969436888,right,0.4169616448,0.9717286015,0.4169616448,0.4290926954,8.417744111,8.044175292,0.9991746978,1,1.576257774,0.9947637751,8.044175292,7.941432422,1.0,8,4,4,3,0.7368421053,0.3333333333,0,0,1,1,1,1
c1368530-f520-47d9-925f-a8eb6687d0f8,boston_sidewalk_12598,no_match,brad,2026-01-14 04:40:04.852202+00:00,00b607d3,no_match,0.4993814662,0.0,0.01,0.0,0.03,True,0,0,0,0.9,2.72039675,2.061206749,0.9670623491,right,0.02443766117,0.1043009879,0.02443766117,0.2342994219,0.522178367,0.3785244171,0.9989179535,1,1.915193715,0.9945422168,0.3785244171,0.5184711474,1.0,2,4,3,5,0.8571428571,0.0,0,0,1,1,1,1
4701008e-1f1f-4c26-9f78-c9e1e7ae52e5,boston_sidewalk_101981,match,brad,2026-01-14 04:40:08.891779+00:00,00b607d3,no_match,0.4993560782,0.66,0.98,0.0,1.0,True,0,0,0,1.0,0.4120292118,0.1885988663,0.9986514396,right,0.3278686142,1.0,0.3278686142,0.3278686142,0.6826165705,0.3701605469,0.9994109292,1,0.2565580166,0.9998308599,0.3701605469,0.2881338795,1.0,4,4,5,3,0.875,0.0,0,0,1,1,1,1
4142b598-52c2-4399-b543-72103ae5ccd2,boston_sidewalk_108490,no_match,brad,2026-01-14 04:40:12.447035+00:00,00b607d3,no_match,0.4992907767,0.58,0.58,0.0,0.0,True,0,0,0,0.85,4.440842771,0.0277574547,0.9993785144,right,0.5231131846,0.5456281669,0.5231131846,0.9587356671,27.246088920000002,8.801027096,0.9990420407,1,60.86907778,0.8750669058,8.801027096,18.08385101,1.0,4,2,5,3,0.8571428571,0.0,0,0,1,1,1,1
462778a9-8f6f-4e8c-9d21-aa920a3e8eab,boston_sidewalk_1986,no_match,brad,2026-01-14 04:40:16.787178+00:00,00b607d3,no_match,0.4992903329,0.0,1.0,0.16,1.0,True,0,0,0,1.0,7.02588939,1.42657967,0.9931652875,left,1.0,0.8983812069,0.8983812069,0.8983812069,12.450002529999999,11.50868383,0.9989066703,1,4.093400738,0.9785598585,11.50868383,11.87631428,1.0,4,4,5,5,0.8888888889,0.0,0,0,1,1,1,1
59cbc6cf-55d1-4199-aee9-01be503c00f5,boston_sidewalk_102668,match,brad,2026-01-14 04:41:14.229096+00:00,00b607d3,no_match,0.4992498022,0.65,1.0,0.0,0.77,True,0,0,0,1.0,7.132084492,0.240426887,0.9994612832,right,0.4093915203,0.9989628421,0.4093915203,0.4098165648,6.979694132,1.331254847,0.9992038933,1,12.73089573,0.9815512651,1.331254847,1.027647349,1.0,5,5,5,5,1.0,1.0,0,0,1,1,1,1
094873a4-5a25-47eb-ae1c-155b7a9afe07,boston_sidewalk_102220,match,brad,2026-01-14 04:41:19.018617+00:00,00b607d3,no_match,0.4992269769,0.57,1.0,0.0,1.0,True,0,0,0,1.0,0.7586807541,0.1440652643,0.9943425564,left,0.4263301075,1.0,0.4263301075,0.4263301075,0.9463360491,0.6813701949,0.9994809023,1,0.2744855055,0.9999171057,0.6813701949,0.6817617532,1.0,5,7,3,3,0.6666666667,0.0,0,0,1,1,1,1
bca16fe2-c568-42b5-aecd-250280181439,boston_sidewalk_1264,no_match,brad,2026-01-14 04:41:21.170753+00:00,00b607d3,no_match,0.4991824168,0.83,1.0,0.0,0.44,True,0,0,0,0.8,5.852536207,4.585140309,0.9903776047,right,0.1999007699,0.5005310342,0.1999007699,0.3993773737,5.808516053,5.6615958079999995,0.9989014894,1,1.993306879,0.9949028561,5.6615958079999995,5.684099025,1.0,3,4,5,5,0.8235294118,0.0,0,0,1,1,1,1
83413653-0c09-4b07-a901-0bf14d5ee98f,boston_sidewalk_877,no_match,brad,2026-01-14 04:41:24.614363+00:00,00b607d3,no_match,0.4991780277,0.5,0.85,0.0,0.41,True,0,0,0,0.8,9.768810645,1.264463743,0.9592034538,right,0.460512616,0.6464019507,0.460512616,0.7124245455,14.119217959999999,7.707876248000001,0.9992234038,1,44.99587356,0.8692510409,7.707876248000001,8.767693742,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1
df28ce59-981b-4780-a983-ace3c1849972,boston_sidewalk_108355,no_match,brad,2026-01-14 04:41:27.737861+00:00,00b607d3,no_match,0.4991749679,0.0,0.81,0.0,0.88,True,0,0,0,0.6,0.7233173512,0.245132744,0.988066407,left,0.8546575375,0.9219666035,0.8546575375,0.9269940302,10.80532036,10.2036569,0.9991019813,1,1.028036251,0.9997580547,10.2036569,10.61215461,1.0,1,1,3,3,0.5,0.0,1,0,0,0,1,0
705279fe-a95d-457b-8658-f2d99899eeec,boston_sidewalk_62389,match,brad,2026-01-14 04:41:34.382446+00:00,00b607d3,no_match,0.4990780474,0.88,1.0,0.0,0.57,True,0,0,0,0.9,1.601819602,0.9891494211,0.9721387158,left,0.1334042731,0.6001117401,0.1334042731,0.2222990556,1.109268713,0.9825452271,0.9987972215,1,2.704763676,0.9868949087,0.9825452271,1.001647912,1.0,4,2,3,4,0.9230769231,0.3333333333,0,0,1,1,1,1
c1df4096-1b78-4616-9e1d-9b04af02931c,boston_sidewalk_102960,no_match,brad,2026-01-14 04:41:37.158225+00:00,00b607d3,no_match,0.4990500502,0.07,1.0,0.47,1.0,True,0,0,0,0.8,6.165428735,0.4022057189,0.994955695,left,0.9271682007,0.5272654859,0.5272654859,0.5686837464,5.392299142,4.229290826,0.9995589064,1,0.2160869669,0.9991326731,4.229290826,4.690217284,1.0,3,4,3,5,0.9333333333,0.3333333333,0,0,1,1,1,1
37946574-0e58-4691-a0f3-7897de8e1e2d,boston_sidewalk_12248,no_match,brad,2026-01-14 04:41:48.454025+00:00,00b607d3,no_match,0.4990126686,0.0,1.0,0.0,1.0,False,0,0,0,0.0,0.3237977325,0.1607553912,0.858100614,left,0.6051253144,0.9999933758,0.6051253144,0.6051293229,14.058222079999998,8.544412124,0.9992206607,1,73.89609891,0.9654232223,8.544412124,9.267387428,1.0,1,1,3,5,0.4,0.0,1,0,0,0,1,0
02624f14-c0f4-48c4-878a-a7ecf8ef8240,boston_sidewalk_1144,no_match,brad,2026-01-14 04:41:50.015707+00:00,00b607d3,no_match,0.4989461106,0.0,0.73,0.0,0.83,True,0,0,0,1.0,0.6902665356,0.1450185529,0.9693976946,right,0.7795166283,0.7854118437,0.7795166283,0.9924941094,14.76808957,14.47878714,0.9991337588,1,4.297293246,0.9997612219,14.47878714,14.43311578,1.0,4,4,5,5,0.8888888889,0.0,0,0,1,1,1,1
9571b0bd-062f-43e5-bef8-ec1645f81345,boston_sidewalk_21261,match,brad,2026-01-14 04:41:52.402403+00:00,00b607d3,no_match,0.4989311346,0.57,1.0,0.0,1.0,True,0,0,0,1.0,1.408064101,0.4878507848,0.9929093839,right,0.4307937185,1.0,0.4307937185,0.4307937185,1.8486164340000002,1.074016817,0.9996491999,1,0.4994271241,0.9973656501,1.074016817,1.304882842,1.0,3,3,3,1,0.8,0.3333333333,0,1,0,1,1,1
a3e85b54-0209-42f8-9b39-03682b17f432,boston_sidewalk_74839,no_match,brad,2026-01-14 04:41:54.498141+00:00,00b607d3,no_match,0.498784621,0.0,0.99,0.02,0.87,True,0,0,0,1.0,0.7876650691,0.3167152172,0.9890471952,left,1.0,0.8686044134,0.8686044134,0.8686044134,10.140786929999999,9.918680955000001,0.9994488532,1,0.0754933019,0.9967399056,9.918680955000001,10.00283051,1.0,2,3,3,3,0.9090909091,0.3333333333,0,0,1,1,1,1
d339a45d-61a5-468a-b782-cceef546e839,boston_sidewalk_1873,no_match,brad,2026-01-14 04:41:57.658229+00:00,00b607d3,no_match,0.498782652,1.0,1.0,0.0,0.0,True,0,0,0,1.0,0.3270770644,0.352055665,0.9277705432,unknown,0.02997855311,0.05830596832,0.02997855311,0.5141592528,0.6062125425,0.3707983227,0.9993033764,1,44.01435977,0.8253305938,0.3707983227,0.5616018669,1.0,4,3,3,4,1.0,1.0,0,0,1,1,1,1
866b3959-47b6-42ac-b1a0-c31f8109f3d1,boston_sidewalk_5669,match,brad,2026-01-14 04:42:02.412663+00:00,00b607d3,no_match,0.4987633514,0.0,0.17,0.17,1.0,True,0,0,0,0.9,2.770699711,2.353010769,0.9940895191,left,0.1715747152,0.8381768285,0.1715747152,0.2046999027,0.1295320915,0.11500848690000001,0.9997056559,1,0.4313993026,0.9778973369,0.11500848690000001,0.11477172499999999,1.0,6,3,3,3,0.8,0.3333333333,0,0,1,1,1,1
1a7b2abb-13e3-4326-aed5-f703d9a92835,boston_sidewalk_103926,match,brad,2026-01-14 04:42:11.994753+00:00,00b607d3,no_match,0.4987591905,0.28,0.71,0.0,1.0,True,0,0,0,1.0,2.781186929,1.990895987,0.9251888953,right,0.2089871181,1.0,0.2089871181,0.2089871181,14.70837627,6.044147169,0.9990036325,1,51.92183492,0.8929911069,6.044147169,5.514012741999999,1.0,3,4,4,3,1.0,1.0,0,0,1,1,1,1
5865f458-4e5b-423c-ae27-2a389090fead,boston_sidewalk_92102,no_match,brad,2026-01-14 04:42:14.632905+00:00,00b607d3,no_match,0.4987160185,1.0,1.0,0.0,0.0,True,0,0,0,0.85,10.25091202,0.5591380693,0.9610365049,right,0.03643378538,0.04336319532,0.03643378538,0.8402006611,6.008998251,5.635791311,0.9996259396,1,13.87442037,0.9930490633,5.635791311,5.959530663,0.0,3,3,3,4,0.9230769231,0.3333333333,0,0,1,1,1,1
f5d80991-b6e0-4bab-b7d7-63c69d75be26,boston_sidewalk_72540,no_match,brad,2026-01-14 04:42:18.100940+00:00,00b607d3,no_match,0.4986882726,0.2,0.28,0.76,0.93,True,0,0,0,0.85,6.703034547,5.125343456,0.9499899427,right,0.2702374792,1.0,0.2702374792,0.2702374792,15.264764360000001,2.874241337,0.9989794168,1,14.28342244,0.8868187638,2.874241337,11.315176319999999,1.0,4,2,3,5,0.8571428571,0.0,0,0,1,1,1,1
41ff8be1-350d-4fc7-bf0b-577ded8abb69,boston_sidewalk_103770,no_match,brad,2026-01-14 04:42:19.609844+00:00,00b607d3,no_match,0.4986607067,1.0,1.0,1.0,1.0,True,0,0,0,0.85,6.035135973,0.1782805316,0.9897175292,right,0.08623763699,0.02569886912,0.02569886912,0.298000618,4.381932248,3.9223830379999995,0.9993423717,1,0.9168149076,0.9952932942,3.9223830379999995,4.378917831,0.0,3,3,3,7,0.75,0.3333333333,0,0,1,1,1,1
cde9962c-9250-40c8-9966-a0da8cf62a71,boston_sidewalk_22780,no_match,brad,2026-01-14 04:42:21.020416+00:00,00b607d3,no_match,0.4986042956,0.78,1.0,0.78,1.0,True,0,0,0,0.85,0.4829016211,0.112560622,0.9900324732,left,0.07722388432,0.07253430642,0.07253430642,0.9392729601,10.0078534,9.886026216000001,0.9995212036,1,3.583935081,0.9867269837,9.886026216000001,9.954908933,0.0,4,4,3,5,0.875,0.0,0,0,1,1,1,1
a09c706b-15b3-4481-9343-93838c20ab45,boston_sidewalk_103326,no_match,brad,2026-01-14 04:42:26.565166+00:00,00b607d3,no_match,0.498549096,0.01,0.58,0.0,1.0,True,0,0,0,1.0,3.583046282,0.3005207443,0.9996657602,left,0.5704811998,1.0,0.5704811998,0.5704811998,9.496375318,8.545585176,0.9994425596,1,0.2143075046,0.9975746491,8.545585176,8.569413903000001,1.0,4,4,3,5,0.875,0.0,0,0,1,1,1,1
295df18b-3efc-4575-83ec-4035dbb29fd5,boston_sidewalk_102401,no_match,brad,2026-01-14 04:42:28.496823+00:00,00b607d3,no_match,0.498446879,0.0,0.01,0.98,1.0,True,0,0,0,0.85,0.8012640438,1.831613442,0.8878880372,left,0.9911140904,0.6005724502,0.6005724502,0.6059569287,26.145217619999997,6.790840592,0.9990602302,1,14.37118861,0.9664867401,6.790840592,22.44448066,0.02896597634,1,3,3,5,0.6666666667,0.3333333333,1,0,0,1,1,1
97fcb960-9c60-4c6d-a903-e66da83f5f07,boston_sidewalk_74821,no_match,brad,2026-01-14 04:42:32.335432+00:00,00b607d3,no_match,0.4983714892,0.0,0.04,0.0,0.08,True,0,0,0,0.85,12.98092458,2.044911453,0.9929012467,right,0.04984414896,0.1037938113,0.04984414896,0.480222745,1.293227154,0.7245609664,0.9990053077,1,88.40519664,0.9021358435,0.7245609664,0.8551886998999999,1.0,3,3,3,3,1.0,1.0,0,0,1,1,1,1
f97b9f8d-41da-4999-a47d-d13894f7c9bb,boston_sidewalk_103906,match,brad,2026-01-14 04:42:43.454322+00:00,00b607d3,no_match,0.4983566436,0.38,0.83,0.0,1.0,True,0,0,0,1.0,1.367530362,0.9613857755,0.9990597187,right,0.4351558432,1.0,0.4351558432,0.4351558432,6.263961948,2.537020114,0.9988641582,1,2.303339036,0.9881899971,2.537020114,4.637267526,1.0,4,2,5,3,0.8571428571,0.0,0,0,1,1,1,1
eecbc2ea-2ca2-4808-a276-da55e09f028f,boston_sidewalk_5748,no_match,brad,2026-01-14 04:42:45.209247+00:00,00b607d3,no_match,0.498310855,0.0,0.6,0.0,0.77,True,0,0,0,1.0,1.653372249,0.3386369303,0.9462546961,right,0.8694458815,0.9999928573,0.8694458815,0.8694520918,11.25841577,10.69342188,0.9989790349,1,3.842444024,0.9806272493,10.69342188,10.88389391,1.0,4,4,5,5,0.8888888889,0.0,0,0,1,1,1,1
